Type,File,Line,CLJ,CQL,CLJ_Code,CQL_Column,CQL_Code
logic_as_control_flow,bisect.c,383,-,+,,8,"			if (!(bisect_flags & FIND_BISECTION_ALL) &&
			      approx_halfway(p, nr))"
logic_as_control_flow,bisect.c,384,-,+,,6,"	if (missing_good && !missing_bad &&
	    !strcmp(current_term, terms->term_good)) {"
logic_as_control_flow,bisect.c,400,-,+,,7,"		if (starts_with(yesno, ""N"") || starts_with(yesno, ""n""))"
logic_as_control_flow,bisect.c,726,-,+,,14,"		} else if (!strcmp(arg, ""--term-good"") ||
			 !strcmp(arg, ""--term-old"")) {"
logic_as_control_flow,bisect.c,734,-,+,,14,"		} else if (skip_prefix(arg, ""--term-good="", &arg) ||
			   skip_prefix(arg, ""--term-old="", &arg)) {"
logic_as_control_flow,bisect.c,739,-,+,,14,"		} else if (!strcmp(arg, ""--term-bad"") ||
			 !strcmp(arg, ""--term-new"")) {"
logic_as_control_flow,bisect.c,747,-,+,,14,"		} else if (skip_prefix(arg, ""--term-bad="", &arg) ||
			   skip_prefix(arg, ""--term-new="", &arg)) {"
logic_as_control_flow,bisect.c,786,-,+,,7,"		if (!strcmp(term_bad, ""bad"") && !strcmp(term_good, ""good"")) {"
logic_as_control_flow,bisect.c,791,-,+,,14,"		} else if (!strcmp(term_bad, ""new"") && !strcmp(term_good, ""old"")) {"
logic_as_control_flow,bisect.c,814,-,+,,7,"		if (!repo_get_oid(the_repository, head, &head_oid) &&
		    !starts_with(head, ""refs/heads/"")) {"
logic_as_control_flow,bisect.c,818,-,+,,14,"		} else if (!repo_get_oid(the_repository, head, &head_oid) &&
			   skip_prefix(head, ""refs/heads/"", &head)) {"
logic_as_control_flow,bisect.c,863,-,+,,6,"	if (must_write_terms && write_terms(terms->term_bad,
					    terms->term_good)) {"
logic_as_control_flow,bisect.c,917,-,+,,6,"	if (!stat(filename, &st) && S_ISREG(st.st_mode))"
logic_as_control_flow,bisect.c,934,-,+,,6,"	if (check_and_set_terms(terms, state) ||
	    !one_of(state, terms->term_good, terms->term_bad, ""skip"", NULL))"
logic_as_control_flow,bisect.c,940,-,+,,6,"	if (argc > 1 && !strcmp(state, terms->term_bad))"
logic_as_control_flow,bisect.c,987,-,+,,7,"		if (verify_expected && !oideq(&revs.oid[i], &expected)) {"
logic_as_control_flow,bisect.c,1022,-,+,,7,"	if ((!skip_prefix(p, ""git bisect"", &p) &&
	!skip_prefix(p, ""git-bisect"", &p)) || !isspace(*p))"
logic_as_control_flow,bisect.c,1077,-,+,,9,"	while ((strbuf_getline(&line, fp) != EOF) && !res)"
logic_as_control_flow,bisect.c,1137,-,+,,8,"		if ((getenv(""DISPLAY"") || getenv(""SESSIONNAME"") || getenv(""MSYSTEM"") ||"
logic_as_control_flow,bisect.c,1148,-,+,,14,"		} else if (strcmp(argv[0], ""tig"") && !starts_with(argv[0], ""git""))"
logic_as_control_flow,blame.c,43,+,+,o && --o->refcnt <= 0,6,	if (o && --o->refcnt <= 0) {
logic_as_control_flow,blame.c,115,-,+,,7,"		if (!get_tree_entry(r, commit_oid, path, &blob_oid, &mode) &&
		    oid_object_info(r, &blob_oid, NULL) == OBJ_BLOB)"
logic_as_control_flow,blame.c,123,-,+,,11,"	else if (-1 - pos < r->index->cache_nr &&
		 !strcmp(r->index->cache[-1 - pos]->name, path))"
logic_as_control_flow,blame.c,234,-,+,,6,"	if (!contents_from || strcmp(""-"", contents_from)) {"
logic_as_control_flow,blame.c,254,-,+,,8,"			if (opt->flags.allow_textconv &&
			    textconv_object(r, read_from, mode, null_oid(), 0, &buf_ptr, &buf_len))"
logic_as_control_flow,blame.c,348,-,+,,6,"	if (emit_one_suspect_detail(suspect, repeat) ||
	    (suspect->commit->object.flags & MORE_THAN_ONE_PATH))"
logic_as_control_flow,blame.c,569,+,+,suspect->guilty && count++,9,				if (suspect->guilty && count++) {
logic_as_control_flow,blame.c,858,-,+,,7,"		if (repo_get_oid_committish(the_repository, i->string, &oid) ||
		    peel_to_commit_oid(&oid, sb))"
logic_as_control_flow,blame.c,982,-,+,,6,	if (revs_file && read_ancestry(revs_file))
logic_as_control_flow,blame.c,1036,-,+,,7,"		if (opt->flags.allow_textconv &&
		    textconv_object(opt->repo, o->path, o->mode,
				    &o->blob_oid, 1, &file->ptr, &file_size))"
logic_as_control_flow,blame.c,1079,-,+,,7,		if (argc == 3 && is_a_rev(argv[argc - 1])) { /* (2b) */
