Type,File,Line,CLJ,CQL,CLJ_Code,CQL_Column,CQL_Code
operator_precedence,SecTrust.h,90,+,-,"CF_ENUM_AVAILABLE(10, 2) = 0, kSecTrustResultProceed",,
operator_precedence,SecTrust.h,91,+,-,"CF_ENUM_AVAILABLE(10, 2) = 1, kSecTrustResultConfirm",,
operator_precedence,SecTrust.h,92,+,-,"CF_ENUM_DEPRECATED(10, 10, 2, 7) = 2, kSecTrustResultDeny",,
operator_precedence,SecTrust.h,93,+,-,"CF_ENUM_AVAILABLE(10, 2) = 3, kSecTrustResultUnspecified",,
operator_precedence,SecTrust.h,94,+,-,"CF_ENUM_AVAILABLE(10, 2) = 4, kSecTrustResultRecoverableTrustFailure",,
operator_precedence,SecTrust.h,95,+,-,"CF_ENUM_AVAILABLE(10, 2) = 5, kSecTrustResultFatalTrustFailure",,
operator_precedence,SecTrust.h,96,+,-,"CF_ENUM_AVAILABLE(10, 2) = 6, kSecTrustResultOtherError",,
operator_precedence,SecTrustSettings.h,193,+,-,"kSecTrustSettingsKeyUseSignature = 0x00000001, kSecTrustSettingsKeyUseEnDecryptData = 0x00000002, kSecTrustSettingsKeyUseEnDecryptKey = 0x00000004, kSecTrustSettingsKeyUseSignCert = 0x00000008, kSecTrustSettingsKeyUseSignRevocation = 0x00000010, kSecTrustSettingsKeyUseKeyExchange = 0x00000020, kSecTrustSettingsKeyUseAny = 0xffffffff",,
operator_precedence,_ctype.h,78,+,-,(_x & _CTYPE_R) != 0 ? 1 : -1,,
operator_precedence,_ctype.h,203,+,-,(_x & _CTYPE_R) != 0 ? 1 : -1,,
operator_precedence,_fd_def.h,64,+,-,(uintptr_t) & __darwin_check_fd_set_overflow != (uintptr_t)0,,
operator_precedence,abspath.c,13,+,+,"!stat(path, &st) && S_ISDIR(st.st_mode)",10,"	return (!stat(path, &st) && S_ISDIR(st.st_mode));"
operator_precedence,abspath.c,131,+,+,!(flags & REALPATH_MANY_MISSING) && remaining.len,8,			   (!(flags & REALPATH_MANY_MISSING) && remaining.len)) {
operator_precedence,abspath.c,302,+,+,"pwd && strcmp(pwd, cwd) && !stat(cwd, &cwd_stat) && (cwd_stat.st_dev || cwd_stat.st_ino) && !stat(pwd, &pwd_stat) && pwd_stat.st_dev == cwd_stat.st_dev",7,"		if (pwd && strcmp(pwd, cwd) &&
		    !stat(cwd, &cwd_stat) &&
		    (cwd_stat.st_dev || cwd_stat.st_ino) &&"
operator_precedence,add-interactive.c,73,+,+,&s->interactive_diff_filter,10,			      &s->interactive_diff_filter);
operator_precedence,add-interactive.c,77,+,+,&s->interactive_diff_algorithm,10,			      &s->interactive_diff_algorithm);
operator_precedence,add-interactive.c,79,+,+,&s->use_single_key,47,"	git_config_get_bool(""interactive.singlekey"", &s->use_single_key);"
operator_precedence,add-interactive.c,123,+,+,&list->items,20,"	string_list_clear(&list->items, 1);"
operator_precedence,add-interactive.c,124,+,+,&list->sorted,20,"	string_list_clear(&list->sorted, 0);"
operator_precedence,add-interactive.c,133,+,+,"!*len || memcmp(p->string, other_string, *len)",6,"	if (!*len || memcmp(p->string, other_string, *len))"
operator_precedence,add-interactive.c,145,+,+,!c || ++*len > max_length || !isascii(c),7,		if (!c || ++*len > max_length || !isascii(c)) {
operator_precedence,add-interactive.c,162,+,+,&list->sorted,20,"	string_list_clear(&list->sorted, 0);"
operator_precedence,add-interactive.c,164,+,+,*list->sorted.items,46,"	list->sorted.items = xmalloc(st_mult(sizeof(*list->sorted.items),"
operator_precedence,add-interactive.c,173,+,+,&list->sorted,19,	string_list_sort(&list->sorted);
operator_precedence,add-interactive.c,184,+,+,!c || !isascii(c),8,			if (!c || !isascii(c)) {
operator_precedence,add-interactive.c,201,+,+,&list->sorted,44,"	int index = string_list_find_insert_index(&list->sorted, string, 1);"
operator_precedence,add-interactive.c,210,+,+,-1 - index,29,		item = list->sorted.items[-1 - index].util;
operator_precedence,add-interactive.c,308,+,+,&items->items,11,"		list(s, &items->items, items->selected, &opts->list_opts);"
operator_precedence,add-interactive.c,493,+,+,&entry->ent,23,"			hashmap_entry_init(&entry->ent, hash);"
operator_precedence,add-interactive.c,496,+,+,&s->file_map,16,"			hashmap_add(&s->file_map, &entry->ent);"
operator_precedence,add-interactive.c,500,+,+,s->mode == FROM_INDEX ? &file_item->index : &file_item->worktree,12,"		adddel = s->mode == FROM_INDEX ?
			&file_item->index : &file_item->worktree;"
operator_precedence,add-interactive.c,501,+,+,&file_item->index,4,			&file_item->index : &file_item->worktree;
operator_precedence,add-interactive.c,502,+,+,s->mode == FROM_INDEX ? &file_item->worktree : &file_item->index,18,"		other_adddel = s->mode == FROM_INDEX ?
			&file_item->worktree : &file_item->index;"
operator_precedence,add-interactive.c,503,+,+,&file_item->worktree,4,			&file_item->worktree : &file_item->index;
operator_precedence,add-interactive.c,509,-,+,,5,				s->binary_count++;
operator_precedence,add-interactive.c,514,-,+,,5,				s->unmerged_count++;
operator_precedence,add-interactive.c,546,+,+,&files->items,12,	s.files = &files->items;
operator_precedence,add-interactive.c,547,+,+,&s.file_map,15,"	hashmap_init(&s.file_map, pathname_entry_cmp, NULL, 0);"
operator_precedence,add-interactive.c,570,+,+,&rev.prune_data,18,"			copy_pathspec(&rev.prune_data, ps);"
operator_precedence,add-interactive.c,588,+,+,&files->items,19,	string_list_sort(&files->items);
operator_precedence,add-interactive.c,608,+,+,"prefix_len && prefix && strcspn(prefix, "" \t\r\n,"") >= prefix_len && *prefix != '-' && !isdigit(*prefix) && (prefix_len != 1 || (*prefix != '*' && *prefix != '?'))",9,"	return prefix_len && prefix &&
		/*
		 * We expect `prefix` to be NUL terminated, therefore this
		 * `strcspn()` call is okay, even if it might do much more
		 * work than strictly necessary.
		 */
		strcspn(prefix, "" \t\r\n,"") >= prefix_len &&	/* separators */
		*prefix != '-' &&				/* deselection */
		!isdigit(*prefix) &&				/* selection */
		(prefix_len != 1 ||
		 (*prefix != '*' &&				/* ""all"" wildcard */
		  *prefix != '?'));				/* prompt help */"
operator_precedence,add-interactive.c,635,+,-,&d->index,,
operator_precedence,add-interactive.c,636,+,-,&d->worktree,,
operator_precedence,add-interactive.c,637,+,-,&d->buf,,
operator_precedence,add-interactive.c,642,+,-,&d->name,,
operator_precedence,add-interactive.c,643,+,+,&d->name,15,"		strbuf_addf(&d->name, ""%s%.*s%s%s"", d->color,"
operator_precedence,add-interactive.c,655,+,+,&d->worktree,16,"	render_adddel(&d->worktree, &c->worktree, _(""nothing""));"
operator_precedence,add-interactive.c,656,+,+,&d->index,16,"	render_adddel(&d->index, &c->index, _(""unchanged""));"
operator_precedence,add-interactive.c,658,+,+,&d->buf,14,"	strbuf_addf(&d->buf, d->modified_fmt, d->index.buf, d->worktree.buf,"
operator_precedence,add-interactive.c,671,+,+,&files->items,10,"	list(s, &files->items, NULL, &opts->list_opts);"
operator_precedence,add-interactive.c,723,+,+,"!res && write_locked_index(s->r->index, &index_lock, COMMIT_LOCK) < 0",6,"	if (!res && write_locked_index(s->r->index, &index_lock, COMMIT_LOCK) < 0)"
operator_precedence,add-interactive.c,743,-,+,,35,		if (!(one->mode && !is_null_oid(&one->oid))) {
operator_precedence,add-interactive.c,748,-,+,,12,"					      &one->oid, one->path, 0, 0);"
operator_precedence,add-interactive.c,801,+,+,&tree->object.oid,16,"		oidcpy(&oid, &tree->object.oid);"
operator_precedence,add-interactive.c,810,+,+,&diffopt.pathspec,17,"	parse_pathspec(&diffopt.pathspec, 0,"
operator_precedence,add-interactive.c,828,+,+,"!res && write_locked_index(s->r->index, &index_lock, COMMIT_LOCK) < 0",6,"	if (!res && write_locked_index(s->r->index, &index_lock,
				       COMMIT_LOCK) < 0)"
operator_precedence,add-interactive.c,866,+,+,&files->items,18,"			add_file_item(&files->items, buf.buf);"
operator_precedence,add-interactive.c,914,+,+,"!res && write_locked_index(s->r->index, &index_lock, COMMIT_LOCK) < 0",6,"	if (!res &&
	    write_locked_index(s->r->index, &index_lock, COMMIT_LOCK) < 0)"
operator_precedence,add-interactive.c,1015,+,+,&cmd.args,16,"		strvec_pushl(&cmd.args, ""git"", ""diff"", ""-p"", ""--cached"","
operator_precedence,add-interactive.c,1016,+,+,!is_initial ? &oid : s->r->hash_algo->empty_tree,20,"			     oid_to_hex(!is_initial ? &oid :
					s->r->hash_algo->empty_tree),"
operator_precedence,add-interactive.c,1021,+,+,&cmd.args,17,"				strvec_push(&cmd.args,"
operator_precedence,add-interactive.c,1090,-,+,,6,"	if (!util->prefix_length ||
	    !is_valid_prefix(item->string, util->prefix_length))"
operator_precedence,add-interactive.c,1150,+,+,&commands.items,22,"		string_list_append(&commands.items, command_list[i].string)"
operator_precedence,add-interactive.c,1200,+,+,&print_file_item_data.buf,17,	strbuf_release(&print_file_item_data.buf);
operator_precedence,add-interactive.c,1201,+,+,&print_file_item_data.name,17,	strbuf_release(&print_file_item_data.name);
operator_precedence,add-interactive.c,1202,+,+,&print_file_item_data.index,17,	strbuf_release(&print_file_item_data.index);
operator_precedence,add-interactive.c,1203,+,+,&print_file_item_data.worktree,17,	strbuf_release(&print_file_item_data.worktree);
operator_precedence,add-patch.c,280,+,+,&s->answer,17,	strbuf_release(&s->answer);
operator_precedence,add-patch.c,281,+,+,&s->buf,17,	strbuf_release(&s->buf);
operator_precedence,add-patch.c,282,+,+,&s->plain,17,	strbuf_release(&s->plain);
operator_precedence,add-patch.c,283,+,+,&s->colored,17,	strbuf_release(&s->colored);
operator_precedence,add-patch.c,287,+,+,&s->s,20,	clear_add_i_state(&s->s);
operator_precedence,add-patch.c,310,+,+,&cp->args,15,"		strvec_push(&cp->args, arg);"
operator_precedence,add-patch.c,314,-,+,,15,"	strvec_pushf(&cp->env,"
operator_precedence,add-patch.c,332,+,+,*p == pend + 1 ? -1 : 0,9,	return *p == pend + 1 ? -1 : 0;
operator_precedence,add-patch.c,337,+,+,&hunk->header,31,	struct hunk_header *header = &hunk->header;
operator_precedence,add-patch.c,344,+,+,"!skip_prefix(p, ""@@ -"", &p) || parse_range(&p, &header->old_offset, &header->old_count) < 0 || !skip_prefix(p, "" +"", &p) || parse_range(&p, &header->new_offset, &header->new_count) < 0",6,"	if (!skip_prefix(p, ""@@ -"", &p) ||
	    parse_range(&p, &header->old_offset, &header->old_count) < 0 ||"
operator_precedence,add-patch.c,345,+,+,&header->old_offset,22,"	    parse_range(&p, &header->old_offset, &header->old_count) < 0 ||"
operator_precedence,add-patch.c,347,+,+,&header->new_offset,22,"	    parse_range(&p, &header->new_offset, &header->new_count) < 0 ||"
operator_precedence,add-patch.c,352,+,+,eol - s->plain.buf + (*eol == '\n'),16,	hunk->start = eol - s->plain.buf + (*eol == '\n');
operator_precedence,add-patch.c,367,+,-,eol - p - 4,,
operator_precedence,add-patch.c,368,-,+,,33,		header->colored_extra_start = p + 3 - s->colored.buf;
operator_precedence,add-patch.c,374,+,+,eol - s->colored.buf + (*eol == '\n'),24,	hunk->colored_start = eol - s->colored.buf + (*eol == '\n');
operator_precedence,add-patch.c,399,-,+,,3,		hunk->splittable_into++;
operator_precedence,add-patch.c,406,+,+,&s->plain,25,"	struct strbuf *plain = &s->plain, *colored = NULL;"
operator_precedence,add-patch.c,421,+,+,"!strcmp(""HEAD"", s->revision) && repo_get_oid(the_repository, ""HEAD"", &oid) ? empty_tree_oid_hex() : s->revision",8,"			    !strcmp(""HEAD"", s->revision) &&
			    repo_get_oid(the_repository, ""HEAD"", &oid) ?"
operator_precedence,add-patch.c,433,+,+,&cp.args,15,"	strvec_pushv(&cp.args, args.v);"
operator_precedence,add-patch.c,451,+,+,&colored_cp.args,16,"		strvec_pushv(&colored_cp.args, args.v);"
operator_precedence,add-patch.c,452,+,+,&s->colored,13,		colored = &s->colored;
operator_precedence,add-patch.c,465,+,-,&s->buf,,
operator_precedence,add-patch.c,468,+,+,&s->buf,7,"					 &s->buf, colored->len,"
operator_precedence,add-patch.c,472,+,+,&s->buf,25,"			strbuf_swap(colored, &s->buf);"
operator_precedence,add-patch.c,496,-,+,,16,			file_diff = s->file_diff + s->file_diff_nr - 1;
operator_precedence,add-patch.c,497,+,+,&file_diff->head,11,			hunk = &file_diff->head;
operator_precedence,add-patch.c,508,+,+,&file_diff->head,14,			 (hunk == &file_diff->head &&
operator_precedence,add-patch.c,515,-,+,,5,				hunk->splittable_into++;
operator_precedence,add-patch.c,519,-,+,,11,			hunk = file_diff->hunk + file_diff->hunk_nr - 1;
operator_precedence,add-patch.c,535,+,+,&file_diff->head,22,		} else if (hunk == &file_diff->head &&
operator_precedence,add-patch.c,538,+,+,&file_diff->head,22,		} else if (hunk == &file_diff->head &&
operator_precedence,add-patch.c,559,+,+,&file_diff->head,22,		} else if (hunk == &file_diff->head &&
operator_precedence,add-patch.c,577,+,+,&file_diff->head,22,		} else if (hunk == &file_diff->head &&
operator_precedence,add-patch.c,581,+,+,!!file_diff->deleted + !!file_diff->added + !!file_diff->mode_change > 1,7,		if (!!file_diff->deleted + !!file_diff->added +
operator_precedence,add-patch.c,589,-,+,,4,			hunk->splittable_into++;
operator_precedence,add-patch.c,593,+,+,eol == pend ? pend : eol + 1,7,		p = eol == pend ? pend : eol + 1;
operator_precedence,add-patch.c,648,+,+,eol - sb->buf + 1,9,	return eol - sb->buf + 1;
operator_precedence,add-patch.c,654,+,+,&hunk->header,31,	struct hunk_header *header = &hunk->header;
operator_precedence,add-patch.c,725,+,+,&file_diff->head,22,"	struct hunk *head = &file_diff->head, *first = file_diff->hunk;"
operator_precedence,add-patch.c,754,+,+,&merged->header,31,"	struct hunk_header *header = &merged->header, *next;"
operator_precedence,add-patch.c,756,+,+,!use_all && hunk->use != USE_HUNK,6,	if (!use_all && hunk->use != USE_HUNK)
operator_precedence,add-patch.c,765,+,+,&hunk->header,10,		next = &hunk->header;
operator_precedence,add-patch.c,773,+,+,!use_all && hunk->use != USE_HUNK,8,		if ((!use_all && hunk->use != USE_HUNK) ||
operator_precedence,add-patch.c,789,+,+,header->new_offset + header->new_count - merged->delta - next->new_offset,37,"			size_t  overlapping_line_count = header->new_offset
				+ header->new_count - merged->delta
				- next->new_offset;"
operator_precedence,add-patch.c,805,+,+,&s->plain,35,"				overlap_next = find_next_line(&s->plain,"
operator_precedence,add-patch.c,829,-,+,,15,"			    memcmp(plain + merged->end - len,"
operator_precedence,add-patch.c,846,+,+,&s->plain,16,"				strbuf_add(&s->plain, plain + merged->start,"
operator_precedence,add-patch.c,853,+,+,&s->plain,15,"			strbuf_add(&s->plain,"
operator_precedence,add-patch.c,889,+,+,!use_all && hunk->use != USE_HUNK,7,		if (!use_all && hunk->use != USE_HUNK)
operator_precedence,add-patch.c,904,+,+,&s->plain,18,"			strbuf_setlen(&s->plain, save_len);"
operator_precedence,add-patch.c,939,+,+,file_diff->hunk_nr - hunk_index - splittable_into,5,			(file_diff->hunk_nr - hunk_index - splittable_into)
operator_precedence,add-patch.c,945,+,+,&hunk->header,11,	header = &hunk->header;
operator_precedence,add-patch.c,989,-,+,,5,				header->old_count++;
operator_precedence,add-patch.c,991,-,+,,5,				header->new_count++;
operator_precedence,add-patch.c,995,+,+,&s->plain,29,"			current = find_next_line(&s->plain, current);"
operator_precedence,add-patch.c,998,+,+,&s->colored,21,"					find_next_line(&s->colored,"
operator_precedence,add-patch.c,1045,+,+,&hunk->header,12,		header = &hunk->header;
operator_precedence,add-patch.c,1087,+,+,&s->colored,17,"		strbuf_addstr(&s->colored,"
operator_precedence,add-patch.c,1088,+,+,plain[current] == '-' ? s->s.file_old_color : plain[current] == '+' ? s->s.file_new_color : s->s.context_color,10,"			      plain[current] == '-' ?
			      s->s.file_old_color :
			      plain[current] == '+' ?
			      s->s.file_new_color :
			      s->s.context_color);"
operator_precedence,add-patch.c,1090,+,+,plain[current] == '+' ? s->s.file_new_color : s->s.context_color,10,"			      plain[current] == '+' ?
			      s->s.file_new_color :
			      s->s.context_color);"
operator_precedence,add-patch.c,1093,+,+,&s->colored,14,"		strbuf_add(&s->colored, plain + current, eol - current);"
operator_precedence,add-patch.c,1094,+,+,&s->colored,17,"		strbuf_addstr(&s->colored, s->s.reset_color);"
operator_precedence,add-patch.c,1096,+,+,&s->colored,15,"			strbuf_add(&s->colored, plain + eol, next - eol);"
operator_precedence,add-patch.c,1106,+,-,&s->buf,,
operator_precedence,add-patch.c,1107,+,+,&s->buf,24,"	strbuf_commented_addf(&s->buf, comment_line_str,"
operator_precedence,add-patch.c,1110,+,+,&s->buf,29,"	render_hunk(s, hunk, 0, 0, &s->buf);"
operator_precedence,add-patch.c,1111,+,+,&s->buf,24,"	strbuf_commented_addf(&s->buf, comment_line_str,"
operator_precedence,add-patch.c,1120,+,+,&s->buf,24,"	strbuf_commented_addf(&s->buf, comment_line_str, ""%s"","
operator_precedence,add-patch.c,1126,+,+,&s->buf,24,"	strbuf_commented_addf(&s->buf, comment_line_str,"
operator_precedence,add-patch.c,1133,+,+,&s->buf,32,"	if (strbuf_edit_interactively(&s->buf, ""addp-hunk-edit.diff"", NULL) < 0)"
operator_precedence,add-patch.c,1139,+,+,&s->buf,32,"		size_t next = find_next_line(&s->buf, i);"
operator_precedence,add-patch.c,1142,+,+,&s->plain,15,"			strbuf_add(&s->plain, s->buf.buf + i, next - i);"
operator_precedence,add-patch.c,1168,+,+,&hunk->header,31,	struct hunk_header *header = &hunk->header;
operator_precedence,add-patch.c,1175,-,+,,4,			header->old_count++;
operator_precedence,add-patch.c,1178,-,+,,4,			header->new_count++;
operator_precedence,add-patch.c,1181,-,+,,4,			header->old_count++;
operator_precedence,add-patch.c,1182,-,+,,4,			header->new_count++;
operator_precedence,add-patch.c,1186,+,+,&s->plain,22,"		i = find_next_line(&s->plain, i);"
operator_precedence,add-patch.c,1189,+,+,orig_old_count - orig_new_count - header->old_count + header->new_count,9,"	return orig_old_count - orig_new_count
		- header->old_count + header->new_count;"
operator_precedence,add-patch.c,1198,+,-,&s->buf,,
operator_precedence,add-patch.c,1199,+,+,&s->buf,36,"	reassemble_patch(s, file_diff, 1, &s->buf);"
operator_precedence,add-patch.c,1203,+,+,&cp.args,15,"	strvec_pushv(&cp.args, s->mode->apply_check_args);"
operator_precedence,add-patch.c,1213,+,+,&s->answer,35,		int res = read_key_without_echo(&s->answer);
operator_precedence,add-patch.c,1214,+,+,"res == EOF ? """" : s->answer.buf",18,"		printf(""%s\n"", res == EOF ? """" : s->answer.buf);"
operator_precedence,add-patch.c,1218,+,+,&s->answer,34,	if (git_read_line_interactively(&s->answer) == EOF)
operator_precedence,add-patch.c,1263,+,+,&s->plain,17,"		strbuf_setlen(&s->plain, plain_len);"
operator_precedence,add-patch.c,1264,+,+,&s->colored,17,"		strbuf_setlen(&s->colored, colored_len);"
operator_precedence,add-patch.c,1265,+,-,&s->colored,,
operator_precedence,add-patch.c,1338,+,+,&hunk->header,31,	struct hunk_header *header = &hunk->header;
operator_precedence,add-patch.c,1339,+,+,&s->plain,25,	struct strbuf *plain = &s->plain;
operator_precedence,add-patch.c,1340,+,-,&s->plain,,
operator_precedence,add-patch.c,1370,+,-,&s->buf,,
operator_precedence,add-patch.c,1371,+,+,&s->buf,15,"		strbuf_addf(&s->buf, ""%c%2d: "", hunk->use == USE_HUNK ? '+'"
operator_precedence,add-patch.c,1372,+,+,hunk->use == SKIP_HUNK ? '-' : ' ',10,"			    : hunk->use == SKIP_HUNK ? '-' : ' ',"
operator_precedence,add-patch.c,1373,+,-,hunk->use == SKIP_HUNK ? '-' : ' ',,
operator_precedence,add-patch.c,1374,+,+,&s->buf,27,"		summarize_hunk(s, hunk, &s->buf);"
operator_precedence,add-patch.c,1375,+,-,&s->buf,,
operator_precedence,add-patch.c,1414,+,+,!file_diff->hunk_nr && !file_diff->added,6,	if (!file_diff->hunk_nr && !file_diff->added)
operator_precedence,add-patch.c,1415,+,-,!file_diff->hunk_nr && !file_diff->added,,
operator_precedence,add-patch.c,1417,+,-,&s->buf,,
operator_precedence,add-patch.c,1418,+,+,&s->buf,44,"	render_diff_header(s, file_diff, colored, &s->buf);"
operator_precedence,add-patch.c,1419,+,-,&s->buf,,
operator_precedence,add-patch.c,1425,+,+,&file_diff->head,7,				: &file_diff->head;
operator_precedence,add-patch.c,1426,+,-,&file_diff->head,,
operator_precedence,add-patch.c,1448,+,-,&s->buf,,
operator_precedence,add-patch.c,1449,+,-,&s->buf,,
