Type,File,Line,CLJ,CQL,CNL,CLJ_Code,CQL_Column,CQL_Code,CNL_Column,CNL_Code
postIncr,bisect.c,773,+,+,+,rev[n++],6.0,"	rev[n++] = get_commit_reference(r, current_bad_oid);",5.0,n ++
postIncr,bisect.c,775,+,+,+,rev[n++],7.0,"		rev[n++] = get_commit_reference(r, good_revs.oid + i);",6.0,n ++
postIncr,bisect.c,963,-,-,+,,,,14.0,argc --
postIncr,bitmap.c,114,+,+,+,bitmap->words[i++],17.0,		bitmap->words[i++] = blowup;,16.0,i ++
postIncr,bitmap.c,159,+,+,+,self->words[i++],15.0,		self->words[i++] |= word;,14.0,i ++
postIncr,blame.c,348,+,+,+,*lineno++,4.0,		*lineno++ = p - buf;,3.0,lineno ++
postIncr,blame.c,382,+,+,+,*cp++,10.0,			ch = *cp++;,9.0,cp ++
postIncr,blame.c,545,+,+,+,*cp++,10.0,			ch = *cp++;,9.0,cp ++
postIncr,blame.c,569,+,+,+,suspect->guilty && count++,28.0,				if (suspect->guilty && count++) {,27.0,count ++
postIncr,blame.c,2218,+,+,+,blame_list[i++],15.0,			blame_list[i++].ent = e;,14.0,i ++
postIncr,blame.c,2437,-,-,+,,,,22.0,i ++
postIncr,blame.c,2469,-,-,+,,,,21.0,i ++
postIncr,blame.c,2488,-,-,+,,,,22.0,i ++
postIncr,blame.c,2513,-,-,+,,,,23.0,i ++
postIncr,blame.c,2540,-,-,+,,,,22.0,i ++
postIncr,block.c,55,+,+,+,w->restarts[w->restart_len++],15.0,		w->restarts[w->restart_len++] = w->next;,14.0,w -> restart_len ++
postIncr,branch.c,256,-,-,+,,,,23.0,i ++
postIncr,branch.c,400,+,+,+,worktrees[i++],35.0,		struct worktree *wt = worktrees[i++];,34.0,i ++
postIncr,bulk-checkin.c,314,+,+,+,state->written[state->nr_written++],18.0,		state->written[state->nr_written++] = idx;,17.0,state -> nr_written ++
postIncr,bundle-uri.c,466,+,+,+,list->items[list->nr++],14.0,	list->items[list->nr++] = bundle;,13.0,list -> nr ++
postIncr,bundle.c,207,+,+,+,iter->list->items[iter->cur++],27.0,	return iter->list->items[iter->cur++].util;,26.0,iter -> cur ++
postIncr,bundle.c,304,+,+,+,!line++,7.0,	if (!line++),6.0,line ++
postIncr,bundle.c,308,+,+,+,!line++,7.0,	if (!line++),6.0,line ++
postIncr,cache-tree.c,223,+,+,+,down[dst++],9.0,			down[dst++] = s;,8.0,dst ++
postIncr,cat-file.c,753,+,+,+,queued_cmd[nr++],15.0,			queued_cmd[nr++] = call;,14.0,nr ++
postIncr,cat-file.c,869,+,+,+,*p++,7.0,					*p++ = '\0';,6.0,p ++
postIncr,check-ref-format.c,28,+,+,+,*refname++,16.0,	while ((ch = *refname++) != '\0') {,15.0,refname ++
postIncr,check-ref-format.c,32,+,+,+,*cp++,4.0,		*cp++ = ch;,3.0,cp ++
postIncr,checkout--worker.c,96,+,+,+,items[nr++],48.0,"		packet_to_pc_item(packet_buffer, len, &items[nr++]);",47.0,nr ++
postIncr,chunk-format.c,114,+,+,+,<!!!>,9.0,	while (toc_length--) {,8.0,toc_length --
postIncr,clean.c,364,-,-,+,,,,29.0,i ++
postIncr,clean.c,419,-,-,+,,,,34.0,i ++
postIncr,clean.c,441,-,-,+,,,,34.0,i ++
postIncr,clean.c,492,+,+,+,*p++,13.0,		} while (*p++);,12.0,p ++
postIncr,clean.c,660,+,+,+,result[j++],12.0,				result[j++] = i;,11.0,j ++
postIncr,clean.c,901,+,+,+,dir->entries[src++],41.0,			struct dir_entry *ent = dir->entries[src++];,40.0,src ++
postIncr,clean.c,904,+,+,+,dir->entries[dst++],17.0,			dir->entries[dst++] = ent;,16.0,dst ++
postIncr,clean.c,909,+,+,+,dir->entries[src++],23.0,				free(dir->entries[src++]);,22.0,src ++
postIncr,color.c,329,-,-,+,,,,2.0,dst ++
postIncr,color.c,347,+,+,+,"if (sep++)
    OUT(';');
",8.0,			if (sep++),7.0,sep ++
postIncr,color.c,352,+,+,+,"if (sep++)
    OUT(';');
",8.0,			if (sep++),7.0,sep ++
postIncr,color.c,357,+,+,+,"if (sep++)
    OUT(';');
",8.0,			if (sep++),7.0,sep ++
postIncr,combine-diff.c,579,+,+,+,sline[j++],10.0,			sline[j++].flag |= mark;,9.0,j ++
postIncr,combine-diff.c,599,+,+,+,sline[j++],11.0,				sline[j++].flag |= mark;,10.0,j ++
postIncr,combine-diff.c,611,+,+,+,sline[j++],10.0,			sline[j++].flag |= mark;,9.0,j ++
postIncr,combine-diff.c,847,+,+,+,sline[lno++],30.0,			struct sline *sl = &sline[lno++];,29.0,lno ++
postIncr,combine-diff.c,1362,+,+,+,q.queue[i++],11.0,"		q.queue[i++] = combined_pair(p, num_parent);",10.0,i ++
postIncr,combine-diff.c,1363,+,-,-,q.queue[i++],,,,
postIncr,combine-diff.c,1602,-,-,+,,,,41.0,i ++
postIncr,commit-graph.c,89,+,+,+,"*commit_pos_at(&commit_pos, commit) = max_pos++",40.0,"	*commit_pos_at(&commit_pos, commit) = max_pos++;",39.0,max_pos ++
postIncr,commit-graph.c,1185,-,-,+,,,,42.0,count ++
postIncr,commit-reach.c,237,+,+,+,work[filled++],9.0,			work[filled++] = array[j];,8.0,filled ++
postIncr,commit-reach.c,267,+,+,+,array[filled++],10.0,			array[filled++] = work[i];,9.0,filled ++
postIncr,commit-reach.c,309,+,+,+,walk_start[walk_start_nr++],16.0,				walk_start[walk_start_nr++] = parents->item;,15.0,walk_start_nr ++
postIncr,commit-reach.c,382,+,+,+,array[count_non_stale++],10.0,			array[count_non_stale++] = array[i];,9.0,count_non_stale ++
postIncr,commit-reach.c,446,+,+,+,rslt[i++],8.0,		rslt[i++] = list->item;,7.0,i ++
postIncr,commit-reach.c,600,+,+,+,array[i++],10.0,			array[i++] = p->item;,9.0,i ++
postIncr,commit-reach.c,714,+,+,+,contains_stack->contains_stack[contains_stack->nr++],33.0,	contains_stack->contains_stack[contains_stack->nr++].parents = candidate->parents;,32.0,contains_stack -> nr ++
postIncr,commit.c,106,+,+,+,*buf++,24.0,	while (buf < tail && *buf++ != '\n'),23.0,buf ++
postIncr,commit.c,239,+,-,+,*tail++,,,17.0,tail ++
postIncr,commit.c,788,+,+,+,"while (nr--){
    clear_commit_marks_1(&list, *commit, mark);
    commit++;
}
",9.0,	while (nr--) {,8.0,nr --
postIncr,commit.c,964,+,+,+,"ident_shown++ ? """" : ""\n""",5.0,"				ident_shown++ ? """" : ""\n"",",4.0,ident_shown ++
postIncr,commit.c,972,+,+,+,"ident_shown++ ? """" : ""\n""",5.0,"				ident_shown++ ? """" : ""\n"",",4.0,ident_shown ++
postIncr,commit.c,979,+,+,+,"ident_shown++ ? """" : ""\n""",5.0,"				ident_shown++ ? """" : ""\n"",",4.0,ident_shown ++
postIncr,commit.c,1033,+,+,+,revs->commit[revs->nr++],15.0,	revs->commit[revs->nr++] = commit;,14.0,revs -> nr ++
postIncr,commit.c,1141,+,+,+,"strbuf_insertstr(buf, inspos++, "" "")",25.0,"		strbuf_insertstr(buf, inspos++, "" "");",24.0,inspos ++
postIncr,commit.c,1541,+,+,+,*buf++,22.0,		unsigned char c = *buf++;,21.0,buf ++
postIncr,commit.c,1591,+,+,+,*buf++,10.0,			if ((*buf++ & 0xc0) != 0x80),9.0,buf ++
postIncr,commit.c,1720,+,+,+,parent_buf[i++],22.0,"		oidcpy(&parent_buf[i++], &parent->object.oid);",21.0,i ++
postIncr,config.c,101,+,+,+,conf->u.buf.buf[conf->u.buf.pos++],26.0,		return conf->u.buf.buf[conf->u.buf.pos++];,25.0,conf -> u . buf . pos ++
postIncr,config.c,357,+,+,+,values->items[values->nr++],58.0,"	return format_config(data->display_opts, &values->items[values->nr++],",57.0,values -> nr ++
postIncr,config.c,437,+,+,+,values.items[values.nr++],24.0,		item = &values.items[values.nr++];,23.0,values . nr ++
postIncr,config.c,2270,+,-,-,set->list.items[set->list.nr++],,,,
postIncr,config.c,2281,+,+,+,set->list.items[set->list.nr++],28.0,	l_item = &set->list.items[set->list.nr++];,27.0,set -> list . nr ++
postIncr,config.c,3563,+,-,-,name[j++],,,,
postIncr,config.c,3574,+,+,+,name[j++],13.0,			if (name[j++] != '.'),12.0,j ++
postIncr,config.c,3576,-,-,+,,,,8.0,i ++
postIncr,config.c,3578,+,-,-,name[j++],,,,
postIncr,config.c,3585,-,-,+,,,,8.0,i ++
postIncr,config.c,3589,+,+,+,name[j++],22.0,		if (buf[i] != name[j++]),21.0,j ++
postIncr,connect.c,117,+,+,+,*(out++),19.0,		    (!*out || *(out++) == '=')) {,18.0,out ++
postIncr,connect.c,193,+,+,+,*(target++),4.0,	*(target++) = '\0';,3.0,target ++
postIncr,connect.c,415,+,+,+,line_sections.items[i++],43.0,"		    !strcmp(""HEAD"", line_sections.items[i++].string)) {",42.0,i ++
postIncr,connect.c,431,+,+,+,line_sections.items[i++],46.0,"	if (parse_oid_hex_algop(line_sections.items[i++].string, &old_oid, &end, reader->hash_algo) ||",45.0,i ++
postIncr,connect.c,437,+,+,+,line_sections.items[i++],38.0,	ref = alloc_ref(line_sections.items[i++].string);,37.0,i ++
postIncr,connect.c,832,-,-,+,,,,38.0,cnt ++
postIncr,connect.c,903,-,-,+,,,,42.0,ap ++
postIncr,convert.c,569,+,+,+,*src++,23.0,			unsigned char c = *src++;,22.0,src ++
postIncr,convert.c,571,+,+,+,*dst++,6.0,				*dst++ = c;,5.0,dst ++
postIncr,convert.c,575,+,+,+,*src++,23.0,			unsigned char c = *src++;,22.0,src ++
postIncr,convert.c,577,+,+,+,*dst++,6.0,				*dst++ = c;,5.0,dst ++
postIncr,convert.c,1075,+,+,+,*cp++,9.0,		ch = *cp++;,8.0,cp ++
postIncr,convert.c,1095,+,+,+,*cp++,10.0,			ch = *cp++;,9.0,cp ++
postIncr,convert.c,1621,+,+,+,output[o++],10.0,		output[o++] = lf_to_crlf->held;,9.0,o ++
postIncr,convert.c,1645,+,+,+,output[o++],12.0,				output[o++] = '\r';,11.0,o ++
postIncr,convert.c,1652,+,+,+,output[o++],12.0,				output[o++] = '\r';,11.0,o ++
postIncr,convert.c,1673,+,+,+,output[o++],11.0,			output[o++] = ch;,10.0,o ++
postIncr,convert.c,1883,+,+,+,*(input++),10.0,		ch = *(input++);,9.0,input ++
postIncr,credential-cache--daemon.c,27,+,+,+,entries[entries_nr++],15.0,	e = &entries[entries_nr++];,14.0,entries_nr ++
postIncr,credential.c,298,+,+,+,*value++,4.0,		*value++ = '\0';,3.0,value ++
postIncr,credential.c,638,+,+,+,*p--,5.0,			*p-- = '\0';,4.0,p --
postIncr,daemon.c,763,+,+,+,*arg++,8.0,		    *arg++ == ' ') {,7.0,arg ++
postIncr,daemon.c,1034,+,+,+,socklist->list[socklist->nr++],18.0,		socklist->list[socklist->nr++] = sockfd;,17.0,socklist -> nr ++
postIncr,daemon.c,1096,-,-,+,,,,16.0,socklist -> nr ++
postIncr,date.c,433,-,-,+,,,,20.0,date ++
postIncr,delta.h,96,+,+,-,*data++,10.0,		cmd = *data++;,,
postIncr,describe.c,370,+,+,+,all_matches[match_cnt++],43.0,				struct possible_tag *t = &all_matches[match_cnt++];,42.0,match_cnt ++
postIncr,describe.c,702,+,+,+,argc-- > 0,10.0,		while (argc-- > 0),9.0,argc --
postIncr,describe.c,703,+,+,+,*argv++,14.0,"			describe(*argv++, argc == 0);",13.0,argv ++
postIncr,diff-delta.c,199,+,+,+,hash[i] = entry++,14.0,			hash[i] = entry++;,13.0,entry ++
postIncr,diff-delta.c,286,+,+,+,*packed_entry++,5.0,			*packed_entry++ = entry->entry;,4.0,packed_entry ++
postIncr,diff-delta.c,345,+,+,+,out[outpos++],7.0,		out[outpos++] = l | 0x80;,6.0,outpos ++
postIncr,diff-delta.c,348,+,+,+,out[outpos++],6.0,	out[outpos++] = l;,5.0,outpos ++
postIncr,diff-delta.c,353,+,+,+,out[outpos++],7.0,		out[outpos++] = l | 0x80;,6.0,outpos ++
postIncr,diff-delta.c,356,+,+,+,out[outpos++],6.0,	out[outpos++] = l;,5.0,outpos ++
postIncr,diff-delta.c,365,-,-,+,,,,50.0,data ++
postIncr,diff-delta.c,366,+,+,+,out[outpos++],7.0,		out[outpos++] = *data;,6.0,outpos ++
postIncr,diff-delta.c,389,+,+,+,ref_size-- && *src++ == *ref,12.0,				while (ref_size-- && *src++ == *ref),11.0,ref_size --
postIncr,diff-delta.c,404,+,+,+,out[outpos++],8.0,			out[outpos++] = *data++;,20.0,data ++
postIncr,diff-delta.c,436,+,+,+,out + outpos++,15.0,			op = out + outpos++;,14.0,outpos ++
postIncr,diff-delta.c,440,+,+,+,out[outpos++],9.0,"				out[outpos++] = moff >> 0,  i |= 0x01;",8.0,outpos ++
postIncr,diff-delta.c,442,+,+,+,out[outpos++],9.0,"				out[outpos++] = moff >> 8,  i |= 0x02;",8.0,outpos ++
postIncr,diff-delta.c,444,+,+,+,out[outpos++],9.0,"				out[outpos++] = moff >> 16, i |= 0x04;",8.0,outpos ++
postIncr,diff-delta.c,446,+,+,+,out[outpos++],9.0,"				out[outpos++] = moff >> 24, i |= 0x08;",8.0,outpos ++
postIncr,diff-delta.c,449,+,+,+,out[outpos++],9.0,"				out[outpos++] = msize >> 0, i |= 0x10;",8.0,outpos ++
postIncr,diff-delta.c,451,+,+,+,out[outpos++],9.0,"				out[outpos++] = msize >> 8, i |= 0x20;",8.0,outpos ++
postIncr,diff-no-index.c,207,+,+,+,p1.items[i1++],38.0,"				strbuf_addstr(&buffer1, p1.items[i1++].string);",37.0,i1 ++
postIncr,diff-no-index.c,214,+,+,+,p2.items[i2++],38.0,"				strbuf_addstr(&buffer2, p2.items[i2++].string);",37.0,i2 ++
postIncr,diff-tree.c,30,+,-,+,*p++,,,17.0,p ++
postIncr,diff-tree.c,50,+,-,+,*p++,,,15.0,p ++
postIncr,diff.c,602,+,+,+,0 < size--,13.0,	while (0 < size--) {,12.0,size --
postIncr,diff.c,603,+,+,+,*data++,9.0,		ch = *data++;,8.0,data ++
postIncr,diff.c,841,+,+,+,o->emitted_symbols->buf[o->emitted_symbols->nr++],31.0,	f = &o->emitted_symbols->buf[o->emitted_symbols->nr++];,30.0,o -> emitted_symbols -> nr ++
postIncr,diff.c,1078,+,+,+,pmb[j++],8.0,			pmb[j++].match = cur;,7.0,j ++
postIncr,diff.c,1105,+,+,+,pmb[pmb_nr++],7.0,		pmb[pmb_nr++].match = match;,6.0,pmb_nr ++
postIncr,diff.c,2516,+,+,+,diffstat->files[diffstat->nr++],18.0,	diffstat->files[diffstat->nr++] = x;,17.0,diffstat -> nr ++
postIncr,diff.c,3372,+,+,+,line[len++],8.0,		line[len++] = '\n';,7.0,len ++
postIncr,diff.c,5111,+,+,+,options->anchors[options->anchors_nr++],19.0,	options->anchors[options->anchors_nr++] = xstrdup(arg);,18.0,options -> anchors_nr ++
postIncr,diff.c,5430,+,+,+,options->ignore_regex[options->ignore_regex_nr++],24.0,	options->ignore_regex[options->ignore_regex_nr++] = regex;,23.0,options -> ignore_regex_nr ++
postIncr,diff.c,5908,+,+,+,queue->queue[queue->nr++],15.0,	queue->queue[queue->nr++] = dp;,14.0,queue -> nr ++
postIncr,diff.c,6346,+,+,+,*dst++,5.0,			*dst++ = c;,4.0,dst ++
postIncr,diffcore-delta.c,67,+,+,+,new_spanhash->data[bucket++],46.0,			struct spanhash *h = &(new_spanhash->data[bucket++]);,45.0,bucket ++
postIncr,diffcore-delta.c,91,+,+,+,top->data[bucket++],19.0,		h = &(top->data[bucket++]);,18.0,bucket ++
postIncr,diffcore-delta.c,143,+,+,+,*buf++,21.0,		unsigned int c = *buf++;,20.0,buf ++
postIncr,dir-iterator.c,91,+,+,+,iter->levels[iter->levels_nr++],24.0,	level = &iter->levels[iter->levels_nr++];,23.0,iter -> levels_nr ++
postIncr,dir-iterator.c,230,+,+,+,level->entries.items[level->entries_idx++],32.0,			name = level->entries.items[level->entries_idx++].string;,31.0,level -> entries_idx ++
postIncr,dir.c,83,+,+,+,*s++,8.0,		if (*s++ == '/'),7.0,s ++
postIncr,dir.c,263,+,+,+,*cp++,8.0,		if (*cp++ != '/'),7.0,cp ++
postIncr,dir.c,312,+,+,+,data[sz++],8.0,		data[sz++] = '\n';,7.0,sz ++
postIncr,dir.c,632,+,+,+,*match++,22.0,		unsigned char c = *match++;,21.0,match ++
postIncr,dir.c,924,+,+,+,pl->patterns[pl->nr++],15.0,	pl->patterns[pl->nr++] = pattern;,14.0,pl -> nr ++
postIncr,dir.c,1129,+,+,+,buf[size++],7.0,		buf[size++] = '\n';,6.0,size ++
postIncr,dir.c,1219,+,+,+,group->pl[group->nr++],18.0,	pl = &group->pl[group->nr++];,17.0,group -> nr ++
postIncr,dir.c,1771,+,+,+,dir->entries[dir->nr++],22.0,"	return dir->entries[dir->nr++] = dir_entry_new(pathname, len);",21.0,dir -> nr ++
postIncr,dir.c,1782,+,+,+,dir->ignored[dir->ignored_nr++],22.0,"	return dir->ignored[dir->ignored_nr++] = dir_entry_new(pathname, len);",21.0,dir -> ignored_nr ++
postIncr,dir.c,1830,+,+,+,istate->cache[pos++],48.0,		const struct cache_entry *ce = istate->cache[pos++];,47.0,pos ++
postIncr,dir.c,2236,+,+,+,istate->cache[pos++],22.0,		ce = istate->cache[pos++];,21.0,pos ++
postIncr,dir.c,2435,+,+,+,dir->untracked[dir->untracked_nr++],17.0,	dir->untracked[dir->untracked_nr++] = xstrdup(name);,16.0,dir -> untracked_nr ++
postIncr,dir.c,2540,+,+,+,d->untracked[cdir->nr_files++],29.0,		cdir->file = d->untracked[cdir->nr_files++];,28.0,cdir -> nr_files ++
postIncr,dir.c,3292,+,+,+,*out++,5.0,			*out++ = ch;,4.0,out ++
postIncr,dir.c,3534,+,+,+, = wd->index++,10.0,	int i = wd->index++;,9.0,wd -> index ++
postIncr,dir.c,3535,+,-,-, = wd->index++,,,,
postIncr,dir.c,3726,+,+,+,rd->ucd[rd->index++],10.0,	rd->ucd[rd->index++] = untracked;,9.0,rd -> index ++
postIncr,dir.c,3727,+,-,-,rd->ucd[rd->index++],,,,
postIncr,dir.c,4083,+,+,+,*p++,7.0,	if (*p++ != '.'),6.0,p ++
postIncr,dir.c,4084,+,-,-,*p++,,,,
postIncr,dir.c,4086,+,+,+,*p++,7.0,	    *p++ != '.'),6.0,p ++
postIncr,dir.c,4087,+,-,-,*p++,,,,
postIncr,dirent.c,35,+,-,+,pattern[len++],,,10.0,len ++
postIncr,dirent.c,36,+,-,+,pattern[len++],,,9.0,len ++
postIncr,dump.c,67,-,-,+,,,,26.0,argc --
postIncr,ewah_bitmap.c,43,+,+,+,self->buffer[self->buffer_size++],15.0,	self->buffer[self->buffer_size++] = value;,14.0,self -> buffer_size ++
postIncr,ewah_bitmap.c,138,+,+,+,self->buffer[self->buffer_size++],18.0,				self->buffer[self->buffer_size++] = ~buffer[i];,17.0,self -> buffer_size ++
postIncr,ewah_bitmap.c,463,+,+,+,bitmap_pool[bitmap_pool_size++],14.0,	bitmap_pool[bitmap_pool_size++] = self;,13.0,bitmap_pool_size ++
postIncr,ewah_bitmap.c,472,+,+,+,"while (size--)
    crc = (crc << 5) - crc + (uint32_t) * p++;
",9.0,	while (size--),8.0,size --
postIncr,ewah_bitmap.c,473,+,+,+,(uint32_t) * p++,39.0,		crc = (crc << 5) - crc + (uint32_t)*p++;,38.0,p ++
postIncr,exec-cmd.c,363,-,+,+,,14.0,"		arg = argv[argc++] = va_arg(param, char *);",13.0,argc ++
postIncr,fast-export.c,218,+,+,+,*path++,23.0,"			strbuf_addch(out, *path++);",22.0,path ++
postIncr,fast-export.c,290,+,+,+,"strbuf_addf(&out, ""anonymous blob %d"", counter++)",41.0,"	strbuf_addf(&out, ""anonymous blob %d"", counter++);",40.0,counter ++
postIncr,fast-export.c,393,+,+,+,"strbuf_addf(&out, ""path%d"", counter++)",30.0,"	strbuf_addf(&out, ""path%d"", counter++);",29.0,counter ++
postIncr,fast-export.c,419,+,+,+,"put_be32(oid.hash + hashsz - 4, counter++)",34.0,"	put_be32(oid.hash + hashsz - 4, counter++);",33.0,counter ++
postIncr,fast-export.c,528,+,+,+,"strbuf_addf(&out, ""ref%d"", counter++)",29.0,"	strbuf_addf(&out, ""ref%d"", counter++);",28.0,counter ++
postIncr,fast-export.c,567,+,+,+,"xstrfmt(""subject %d\n\nbody\n"", counter++)",41.0,"	return xstrfmt(""subject %d\n\nbody\n"", counter++);",40.0,counter ++
postIncr,fast-export.c,594,+,+,+,buffers[which_buffer++],17.0,	out = &buffers[which_buffer++];,16.0,which_buffer ++
postIncr,fast-export.c,758,+,+,+,"strbuf_addf(&out, ""tag message %d"", counter++)",38.0,"	strbuf_addf(&out, ""tag message %d"", counter++);",37.0,counter ++
postIncr,fast-import.c,484,+,+,+,e = blocks->next_free++,6.0,	e = blocks->next_free++;,5.0,blocks -> next_free ++
postIncr,fast-import.c,540,+,+,+,len-- > 0,9.0,	while (len-- > 0),8.0,len --
postIncr,fast-import.c,541,+,+,+,*s++,17.0,		r = r * 31 + *s++;,16.0,s ++
postIncr,fast-import.c,711,+,+,+,n-- > 1,10.0,		while (n-- > 1) {,9.0,n --
postIncr,fast-import.c,789,+,+,+,e-- != o->entries,26.0,		for (e = o->next_free; e-- != o->entries;),25.0,e --
postIncr,fast-import.c,791,+,+,+,*c++,6.0,				*c++ = &e->idx;,5.0,c ++
