Type,File,Line,CLJ,CQL,CNL,CLJ_Code,CQL_Column,CQL_Code,CNL_Column,CNL_Code
assignment_as_value,AEDataModel.h,186,+,-,-,{typeApplicationBundleID = 'bund'},,,,
assignment_as_value,AEDataModel.h,191,+,-,-,"{keyTransactionIDAttr = 'tran', keyReturnIDAttr = 'rtid', keyEventClassAttr = 'evcl', keyEventIDAttr = 'evid', keyAddressAttr = 'addr', keyOptionalKeywordAttr = 'optk', keyTimeoutAttr = 'timo', keyInteractLevelAttr = 'inte', keyEventSourceAttr = 'esrc', keyMissedKeywordAttr = 'miss', keyOriginalAddressAttr = 'from', keyAcceptTimeoutAttr = 'actm', keyReplyRequestedAttr = 'repq'}",,,,
assignment_as_value,AEDataModel.h,243,+,-,-,"{keyUserNameAttr = 'unam', keyUserPasswordAttr = 'pass', keyDisableAuthenticationAttr = 'auth', keyXMLDebuggingAttr = 'xdbg', kAERPCClass = 'rpc ', kAEXMLRPCScheme = 'RPC2', kAESOAPScheme = 'SOAP', kAESharedScriptHandler = 'wscp', keyRPCMethodName = 'meth', keyRPCMethodParam = 'parm', keyRPCMethodParamOrder = '/ord', keyAEPOSTHeaderData = 'phed', keyAEReplyHeaderData = 'rhed', keyAEXMLRequestData = 'xreq', keyAEXMLReplyData = 'xrep', keyAdditionalHTTPHeaders = 'ahed', keySOAPAction = 'sact', keySOAPMethodNameSpace = 'mspc', keySOAPMethodNameSpaceURI = 'mspu', keySOAPSchemaVersion = 'ssch'}",,,,
assignment_as_value,AEDataModel.h,288,+,-,-,"{keySOAPStructureMetaData = '/smd', keySOAPSMDNamespace = 'ssns', keySOAPSMDNamespaceURI = 'ssnu', keySOAPSMDType = 'sstp'}",,,,
assignment_as_value,AEMach.h,83,+,-,-,{keyReplyPortAttr = 'repp'},,,,
assignment_as_value,AEMach.h,88,+,-,-,{typeReplyPortAttr = keyReplyPortAttr},,,,
assignment_as_value,AEObjects.h,68,+,-,-,"{keyAERangeStart = 'star', keyAERangeStop = 'stop', keyDisposeTokenProc = 'xtok', keyAECompareProc = 'cmpr', keyAECountProc = 'cont', keyAEMarkTokenProc = 'mkid', keyAEMarkProc = 'mark', keyAEAdjustMarksProc = 'adjm', keyAEGetErrDescProc = 'indc'}",,,,
assignment_as_value,AEObjects.h,94,+,-,-,"{typeObjectSpecifier = 'obj ', typeObjectBeingExamined = 'exmn', typeCurrentContainer = 'ccnt', typeToken = 'toke', typeRelativeDescriptor = 'rel ', typeAbsoluteOrdinal = 'abso', typeIndexDescriptor = 'inde', typeRangeDescriptor = 'rang', typeLogicalDescriptor = 'logi', typeCompDescriptor = 'cmpd', typeOSLTokenList = 'ostl'}",,,,
assignment_as_value,AERegistry.h,37,+,-,-,"{cAEList = 'list', cApplication = 'capp', cArc = 'carc', cBoolean = 'bool', cCell = 'ccel', cChar = 'cha ', cColorTable = 'clrt', cColumn = 'ccol', cDocument = 'docu', cDrawingArea = 'cdrw', cEnumeration = 'enum', cFile = 'file', cFixed = 'fixd', cFixedPoint = 'fpnt', cFixedRectangle = 'frct', cGraphicLine = 'glin', cGraphicObject = 'cgob', cGraphicShape = 'cgsh', cGraphicText = 'cgtx', cGroupedGraphic = 'cpic'}",,,,
assignment_as_value,AERegistry.h,60,+,-,-,"{cInsertionLoc = 'insl', cInsertionPoint = 'cins', cIntlText = 'itxt', cIntlWritingCode = 'intl', cItem = 'citm', cLine = 'clin', cLongDateTime = 'ldt ', cLongFixed = 'lfxd', cLongFixedPoint = 'lfpt', cLongFixedRectangle = 'lfrc', cLongInteger = 'long', cLongPoint = 'lpnt', cLongRectangle = 'lrct', cMachineLoc = 'mLoc', cMenu = 'cmnu', cMenuItem = 'cmen', cObject = 'cobj', cObjectSpecifier = 'obj ', cOpenableObject = 'coob', cOval = 'covl'}",,,,
assignment_as_value,AERegistry.h,83,+,-,-,"{cParagraph = 'cpar', cPICT = 'PICT', cPixel = 'cpxl', cPixelMap = 'cpix', cPolygon = 'cpgn', cProperty = 'prop', cQDPoint = 'QDpt', cQDRectangle = 'qdrt', cRectangle = 'crec', cRGBColor = 'cRGB', cRotation = 'trot', cRoundedRectangle = 'crrc', cRow = 'crow', cSelection = 'csel', cShortInteger = 'shor', cTable = 'ctbl', cText = 'ctxt', cTextFlow = 'cflo', cTextStyles = 'tsty', cType = 'type'}",,,,
assignment_as_value,AERegistry.h,106,+,-,-,"{cVersion = 'vers', cWindow = 'cwin', cWord = 'cwor', enumArrows = 'arro', enumJustification = 'just', enumKeyForm = 'kfrm', enumPosition = 'posi', enumProtection = 'prtn', enumQuality = 'qual', enumSaveOptions = 'savo', enumStyle = 'styl', enumTransferMode = 'tran', kAEAbout = 'abou', kAEAfter = 'afte', kAEAliasSelection = 'sali', kAEAllCaps = 'alcp', kAEArrowAtEnd = 'aren', kAEArrowAtStart = 'arst', kAEArrowBothEnds = 'arbo'}",,,,
assignment_as_value,AERegistry.h,128,+,-,-,"{kAEAsk = 'ask ', kAEBefore = 'befo', kAEBeginning = 'bgng', kAEBeginsWith = 'bgwt', kAEBeginTransaction = 'begi', kAEBold = 'bold', kAECaseSensEquals = 'cseq', kAECentered = 'cent', kAEChangeView = 'view', kAEClone = 'clon', kAEClose = 'clos', kAECondensed = 'cond', kAEContains = 'cont', kAECopy = 'copy', kAECoreSuite = 'core', kAECountElements = 'cnte', kAECreateElement = 'crel', kAECreatePublisher = 'cpub', kAECut = 'cut ', kAEDelete = 'delo'}",,,,
assignment_as_value,AERegistry.h,151,+,-,-,"{kAEDoObjectsExist = 'doex', kAEDoScript = 'dosc', kAEDrag = 'drag', kAEDuplicateSelection = 'sdup', kAEEditGraphic = 'edit', kAEEmptyTrash = 'empt', kAEEnd = 'end ', kAEEndsWith = 'ends', kAEEndTransaction = 'endt', kAEEquals = '=   ', kAEExpanded = 'pexp', kAEFast = 'fast', kAEFinderEvents = 'FNDR', kAEFormulaProtect = 'fpro', kAEFullyJustified = 'full', kAEGetClassInfo = 'qobj', kAEGetData = 'getd', kAEGetDataSize = 'dsiz', kAEGetEventInfo = 'gtei', kAEGetInfoSelection = 'sinf'}",,,,
assignment_as_value,AERegistry.h,174,+,-,-,"{kAEGetPrivilegeSelection = 'sprv', kAEGetSuiteInfo = 'gtsi', kAEGreaterThan = '>   ', kAEGreaterThanEquals = '>=  ', kAEGrow = 'grow', kAEHidden = 'hidn', kAEHiQuality = 'hiqu', kAEImageGraphic = 'imgr', kAEIsUniform = 'isun', kAEItalic = 'ital', kAELeftJustified = 'left', kAELessThan = '<   ', kAELessThanEquals = '<=  ', kAELowercase = 'lowc', kAEMakeObjectsVisible = 'mvis', kAEMiscStandards = 'misc', kAEModifiable = 'modf', kAEMove = 'move', kAENo = 'no  ', kAENoArrow = 'arno'}",,,,
assignment_as_value,AERegistry.h,197,+,-,-,"{kAENonmodifiable = 'nmod', kAEOpen = 'odoc', kAEOpenSelection = 'sope', kAEOutline = 'outl', kAEPageSetup = 'pgsu', kAEPaste = 'past', kAEPlain = 'plan', kAEPrint = 'pdoc', kAEPrintSelection = 'spri', kAEPrintWindow = 'pwin', kAEPutAwaySelection = 'sput', kAEQDAddOver = 'addo', kAEQDAddPin = 'addp', kAEQDAdMax = 'admx', kAEQDAdMin = 'admn', kAEQDBic = 'bic ', kAEQDBlend = 'blnd', kAEQDCopy = 'cpy ', kAEQDNotBic = 'nbic', kAEQDNotCopy = 'ncpy'}",,,,
assignment_as_value,AERegistry.h,220,+,-,-,"{kAEQDNotOr = 'ntor', kAEQDNotXor = 'nxor', kAEQDOr = 'or  ', kAEQDSubOver = 'subo', kAEQDSubPin = 'subp', kAEQDSupplementalSuite = 'qdsp', kAEQDXor = 'xor ', kAEQuickdrawSuite = 'qdrw', kAEQuitAll = 'quia', kAERedo = 'redo', kAERegular = 'regl', kAEReopenApplication = 'rapp', kAEReplace = 'rplc', kAERequiredSuite = 'reqd', kAERestart = 'rest', kAERevealSelection = 'srev', kAERevert = 'rvrt', kAERightJustified = 'rght', kAESave = 'save', kAESelect = 'slct', kAESetData = 'setd'}",,,,
assignment_as_value,AERegistry.h,244,+,-,-,"{kAESetPosition = 'posn', kAEShadow = 'shad', kAEShowClipboard = 'shcl', kAEShutDown = 'shut', kAESleep = 'slep', kAESmallCaps = 'smcp', kAESpecialClassProperties = 'c@#!', kAEStrikethrough = 'strk', kAESubscript = 'sbsc', kAESuperscript = 'spsc', kAETableSuite = 'tbls', kAETextSuite = 'TEXT', kAETransactionTerminated = 'ttrm', kAEUnderline = 'undl', kAEUndo = 'undo', kAEWholeWordEquals = 'wweq', kAEYes = 'yes ', kAEZoom = 'zoom'}",,,,
assignment_as_value,AERegistry.h,266,+,-,-,"{kAELogOut = 'logo', kAEReallyLogOut = 'rlgo', kAEShowRestartDialog = 'rrst', kAEShowShutdownDialog = 'rsdn'}",,,,
assignment_as_value,AERegistry.h,274,+,-,-,"{kAEMouseClass = 'mous', kAEDown = 'down', kAEUp = 'up  ', kAEMoved = 'move', kAEStoppedMoving = 'stop', kAEWindowClass = 'wind', kAEUpdate = 'updt', kAEActivate = 'actv', kAEDeactivate = 'dact', kAECommandClass = 'cmnd', kAEKeyClass = 'keyc', kAERawKey = 'rkey', kAEVirtualKey = 'keyc', kAENavigationKey = 'nave', kAEAutoDown = 'auto', kAEApplicationClass = 'appl', kAESuspend = 'susp', kAEResume = 'rsme', kAEDiskEvent = 'disk', kAENullEvent = 'null', kAEWakeUpEvent = 'wake', kAEScrapEvent = 'scrp', kAEHighLevel = 'high'}",,,,
assignment_as_value,AERegistry.h,300,+,-,-,"{keyAEAngle = 'kang', keyAEArcAngle = 'parc'}",,,,
assignment_as_value,AERegistry.h,305,+,-,-,"{keyAEBaseAddr = 'badd', keyAEBestType = 'pbst', keyAEBgndColor = 'kbcl', keyAEBgndPattern = 'kbpt', keyAEBounds = 'pbnd', keyAECellList = 'kclt', keyAEClassID = 'clID', keyAEColor = 'colr', keyAEColorTable = 'cltb', keyAECurveHeight = 'kchd', keyAECurveWidth = 'kcwd', keyAEDashStyle = 'pdst', keyAEData = 'data', keyAEDefaultType = 'deft', keyAEDefinitionRect = 'pdrt', keyAEDescType = 'dstp', keyAEDestination = 'dest', keyAEDoAntiAlias = 'anta', keyAEDoDithered = 'gdit', keyAEDoRotate = 'kdrt'}",,,,
assignment_as_value,AERegistry.h,328,+,-,-,"{keyAEDoScale = 'ksca', keyAEDoTranslate = 'ktra', keyAEEditionFileLoc = 'eloc', keyAEElements = 'elms', keyAEEndPoint = 'pend', keyAEEventClass = 'evcl', keyAEEventID = 'evti', keyAEFile = 'kfil', keyAEFileType = 'fltp', keyAEFillColor = 'flcl', keyAEFillPattern = 'flpt', keyAEFlipHorizontal = 'kfho', keyAEFlipVertical = 'kfvt', keyAEFont = 'font', keyAEFormula = 'pfor', keyAEGraphicObjects = 'gobs', keyAEID = 'ID  ', keyAEImageQuality = 'gqua', keyAEInsertHere = 'insh', keyAEKeyForms = 'keyf'}",,,,
assignment_as_value,AERegistry.h,351,+,-,-,"{keyAEKeyword = 'kywd', keyAELevel = 'levl', keyAELineArrow = 'arro', keyAEName = 'pnam', keyAENewElementLoc = 'pnel', keyAEObject = 'kobj', keyAEObjectClass = 'kocl', keyAEOffStyles = 'ofst', keyAEOnStyles = 'onst', keyAEParameters = 'prms', keyAEParamFlags = 'pmfg', keyAEPenColor = 'ppcl', keyAEPenPattern = 'pppa', keyAEPenWidth = 'ppwd', keyAEPixelDepth = 'pdpt', keyAEPixMapMinus = 'kpmm', keyAEPMTable = 'kpmt', keyAEPointList = 'ptlt', keyAEPointSize = 'ptsz', keyAEPosition = 'kpos'}",,,,
assignment_as_value,AERegistry.h,374,+,-,-,"{keyAEPropData = 'prdt', keyAEProperties = 'qpro', keyAEProperty = 'kprp', keyAEPropFlags = 'prfg', keyAEPropID = 'prop', keyAEProtection = 'ppro', keyAERenderAs = 'kren', keyAERequestedType = 'rtyp', keyAEResult = '----', keyAEResultInfo = 'rsin', keyAERotation = 'prot', keyAERotPoint = 'krtp', keyAERowList = 'krls', keyAESaveOptions = 'savo', keyAEScale = 'pscl', keyAEScriptTag = 'psct', keyAESearchText = 'stxt', keyAEShowWhere = 'show', keyAEStartAngle = 'pang', keyAEStartPoint = 'pstp', keyAEStyles = 'ksty'}",,,,
assignment_as_value,AERegistry.h,398,+,-,-,"{keyAESuiteID = 'suit', keyAEText = 'ktxt', keyAETextColor = 'ptxc', keyAETextFont = 'ptxf', keyAETextPointSize = 'ptps', keyAETextStyles = 'txst', keyAETextLineHeight = 'ktlh', keyAETextLineAscent = 'ktas', keyAETheText = 'thtx', keyAETransferMode = 'pptm', keyAETranslation = 'ptrs', keyAETryAsStructGraf = 'toog', keyAEUniformStyles = 'ustl', keyAEUpdateOn = 'pupd', keyAEUserTerm = 'utrm', keyAEWindow = 'wndw', keyAEWritingCode = 'wrcd'}",,,,
assignment_as_value,AERegistry.h,418,+,-,-,"{keyMiscellaneous = 'fmsc', keySelection = 'fsel', keyWindow = 'kwnd', keyWhen = 'when', keyWhere = 'wher', keyModifiers = 'mods', keyKey = 'key ', keyKeyCode = 'code', keyKeyboard = 'keyb', keyDriveNumber = 'drv#', keyErrorCode = 'err#', keyHighLevelClass = 'hcls', keyHighLevelID = 'hid '}",,,,
assignment_as_value,AERegistry.h,435,+,-,-,"{pArcAngle = 'parc', pBackgroundColor = 'pbcl', pBackgroundPattern = 'pbpt', pBestType = 'pbst', pBounds = 'pbnd', pClass = 'pcls', pClipboard = 'pcli', pColor = 'colr', pColorTable = 'cltb', pContents = 'pcnt', pCornerCurveHeight = 'pchd', pCornerCurveWidth = 'pcwd', pDashStyle = 'pdst', pDefaultType = 'deft', pDefinitionRect = 'pdrt', pEnabled = 'enbl', pEndPoint = 'pend', pFillColor = 'flcl', pFillPattern = 'flpt', pFont = 'font'}",,,,
assignment_as_value,AERegistry.h,458,+,-,-,"{pFormula = 'pfor', pGraphicObjects = 'gobs', pHasCloseBox = 'hclb', pHasTitleBar = 'ptit', pID = 'ID  ', pIndex = 'pidx', pInsertionLoc = 'pins', pIsFloating = 'isfl', pIsFrontProcess = 'pisf', pIsModal = 'pmod', pIsModified = 'imod', pIsResizable = 'prsz', pIsStationeryPad = 'pspd', pIsZoomable = 'iszm', pIsZoomed = 'pzum', pItemNumber = 'itmn', pJustification = 'pjst', pLineArrow = 'arro', pMenuID = 'mnid', pName = 'pnam'}",,,,
assignment_as_value,AERegistry.h,481,+,-,-,"{pNewElementLoc = 'pnel', pPenColor = 'ppcl', pPenPattern = 'pppa', pPenWidth = 'ppwd', pPixelDepth = 'pdpt', pPointList = 'ptlt', pPointSize = 'ptsz', pProtection = 'ppro', pRotation = 'prot', pScale = 'pscl', pScript = 'scpt', pScriptTag = 'psct', pSelected = 'selc', pSelection = 'sele', pStartAngle = 'pang', pStartPoint = 'pstp', pTextColor = 'ptxc', pTextFont = 'ptxf', pTextItemDelimiters = 'txdl', pTextPointSize = 'ptps'}",,,,
assignment_as_value,AERegistry.h,504,+,-,-,"{pTextStyles = 'txst', pTransferMode = 'pptm', pTranslation = 'ptrs', pUniformStyles = 'ustl', pUpdateOn = 'pupd', pUserSelection = 'pusl', pVersion = 'vers', pVisible = 'pvis'}",,,,
assignment_as_value,AERegistry.h,515,+,-,-,"{typeAEText = 'tTXT', typeArc = 'carc', typeBest = 'best', typeCell = 'ccel', typeClassInfo = 'gcli', typeColorTable = 'clrt', typeColumn = 'ccol', typeDashStyle = 'tdas', typeData = 'tdta', typeDrawingArea = 'cdrw', typeElemInfo = 'elin', typeEnumeration = 'enum', typeEPS = 'EPS ', typeEventInfo = 'evin'}",,,,
assignment_as_value,AERegistry.h,532,+,-,-,"{typeFinderWindow = 'fwin', typeFixedPoint = 'fpnt', typeFixedRectangle = 'frct', typeGraphicLine = 'glin', typeGraphicText = 'cgtx', typeGroupedGraphic = 'cpic', typeInsertionLoc = 'insl', typeIntlText = 'itxt', typeIntlWritingCode = 'intl', typeLongDateTime = 'ldt ', typeCFAbsoluteTime = 'cfat', typeISO8601DateTime = 'isot', typeLongFixed = 'lfxd', typeLongFixedPoint = 'lfpt', typeLongFixedRectangle = 'lfrc', typeLongPoint = 'lpnt', typeLongRectangle = 'lrct', typeMachineLoc = 'mLoc', typeOval = 'covl', typeParamInfo = 'pmin', typePict = 'PICT'}",,,,
assignment_as_value,AERegistry.h,556,+,-,-,"{typePixelMap = 'cpix', typePixMapMinus = 'tpmm', typePolygon = 'cpgn', typePropInfo = 'pinf', typePtr = 'ptr ', typeQDPoint = 'QDpt', typeQDRegion = 'Qrgn', typeRectangle = 'crec', typeRGB16 = 'tr16', typeRGB96 = 'tr96', typeRGBColor = 'cRGB', typeRotation = 'trot', typeRoundedRectangle = 'crrc', typeRow = 'crow', typeScrapStyles = 'styl', typeScript = 'scpt', typeStyledText = 'STXT', typeSuiteInfo = 'suin', typeTable = 'ctbl', typeTextStyles = 'tsty'}",,,,
assignment_as_value,AERegistry.h,579,+,-,-,"{typeTIFF = 'TIFF', typeJPEG = 'JPEG', typeGIF = 'GIFf', typeVersion = 'vers'}",,,,
assignment_as_value,AERegistry.h,586,+,-,-,"{kAEMenuClass = 'menu', kAEMenuSelect = 'mhit', kAEMouseDown = 'mdwn', kAEMouseDownInBack = 'mdbk', kAEKeyDown = 'kdwn', kAEResized = 'rsiz', kAEPromise = 'prom'}",,,,
assignment_as_value,AERegistry.h,596,+,-,-,"{keyMenuID = 'mid ', keyMenuItem = 'mitm', keyCloseAllWindows = 'caw ', keyOriginalBounds = 'obnd', keyNewBounds = 'nbnd', keyLocalWhere = 'lwhr'}",,,,
assignment_as_value,AERegistry.h,605,+,-,-,"{typeHIMenu = 'mobj', typeHIWindow = 'wobj'}",,,,
assignment_as_value,AERegistry.h,610,+,-,-,"{kAEQuitPreserveState = 'stat', kAEQuitReason = 'why?'}",,,,
assignment_as_value,AERegistry.h,639,+,-,-,"{kTextServiceClass = 'tsvc', kUpdateActiveInputArea = 'updt', kShowHideInputWindow = 'shiw', kPos2Offset = 'p2st', kOffset2Pos = 'st2p', kUnicodeNotFromInputMethod = 'unim', kGetSelectedText = 'gtxt', keyAETSMDocumentRefcon = 'refc', keyAEServerInstance = 'srvi', keyAETheData = 'kdat', keyAEFixLength = 'fixl', keyAEUpdateRange = 'udng', keyAECurrentPoint = 'cpos', keyAEBufferSize = 'buff', keyAEMoveView = 'mvvw', keyAENextBody = 'nxbd', keyAETSMScriptTag = 'sclg', keyAETSMTextFont = 'ktxf', keyAETSMTextFMFont = 'ktxm', keyAETSMTextPointSize = 'ktps', keyAETSMEventRecord = 'tevt', keyAETSMEventRef = 'tevr', keyAETextServiceEncoding = 'tsen', keyAETextServiceMacEncoding = 'tmen', keyAETSMGlyphInfoArray = 'tgia', typeTextRange = 'txrn', typeComponentInstance = 'cmpi', typeOffsetArray = 'ofay', typeTextRangeArray = 'tray', typeLowLevelEventRecord = 'evtr', typeGlyphInfoArray = 'glia', typeEventRef = 'evrf', typeText = typeChar}",,,,
assignment_as_value,AERegistry.h,750,+,-,-,"{keyAEHiliteRange = 'hrng', keyAEPinRange = 'pnrg', keyAEClauseOffsets = 'clau', keyAEOffset = 'ofst', keyAEPoint = 'gpos', keyAELeftSide = 'klef', keyAERegionClass = 'rgnc', keyAEDragging = 'bool'}",,,,
assignment_as_value,AERegistry.h,769,+,-,-,"{typeMeters = 'metr', typeInches = 'inch', typeFeet = 'feet', typeYards = 'yard', typeMiles = 'mile', typeKilometers = 'kmtr', typeCentimeters = 'cmtr', typeSquareMeters = 'sqrm', typeSquareFeet = 'sqft', typeSquareYards = 'sqyd', typeSquareMiles = 'sqmi', typeSquareKilometers = 'sqkm', typeLiters = 'litr', typeQuarts = 'qrts', typeGallons = 'galn', typeCubicMeters = 'cmet', typeCubicFeet = 'cfet', typeCubicInches = 'cuin', typeCubicCentimeter = 'ccmt', typeCubicYards = 'cyrd', typeKilograms = 'kgrm', typeGrams = 'gram', typeOunces = 'ozs ', typePounds = 'lbs ', typeDegreesC = 'degc', typeDegreesF = 'degf', typeDegreesK = 'degk'}",,,,
assignment_as_value,AERegistry.h,800,+,-,-,"{kFAServerApp = 'ssrv', kDoFolderActionEvent = 'fola', kFolderActionCode = 'actn', kFolderOpenedEvent = 'fopn', kFolderClosedEvent = 'fclo', kFolderWindowMovedEvent = 'fsiz', kFolderItemsAddedEvent = 'fget', kFolderItemsRemovedEvent = 'flos', kItemList = 'flst', kNewSizeParameter = 'fnsz', kFASuiteCode = 'faco', kFAAttachCommand = 'atfa', kFARemoveCommand = 'rmfa', kFAEditCommand = 'edfa', kFAFileParam = 'faal', kFAIndexParam = 'indx'}",,,,
assignment_as_value,AERegistry.h,821,+,-,-,"{kAEInternetSuite = 'gurl', kAEISWebStarSuite = 0x575757BD}",,,,
assignment_as_value,AERegistry.h,827,+,-,-,"{kAEISGetURL = 'gurl', KAEISHandleCGI = 'sdoc'}",,,,
assignment_as_value,AERegistry.h,833,+,-,-,"{cURL = 'url ', cInternetAddress = 'IPAD', cHTML = 'html', cFTPItem = 'ftp '}",,,,
assignment_as_value,AERegistry.h,841,+,-,-,"{kAEISHTTPSearchArgs = 'kfor', kAEISPostArgs = 'post', kAEISMethod = 'meth', kAEISClientAddress = 'addr', kAEISUserName = 'user', kAEISPassword = 'pass', kAEISFromUser = 'frmu', kAEISServerName = 'svnm', kAEISServerPort = 'svpt', kAEISScriptName = 'scnm', kAEISContentType = 'ctyp', kAEISReferrer = 'refr', kAEISUserAgent = 'Agnt', kAEISAction = 'Kact', kAEISActionPath = 'Kapt', kAEISClientIP = 'Kcip', kAEISFullRequest = 'Kfrq'}",,,,
assignment_as_value,AERegistry.h,862,+,-,-,"{pScheme = 'pusc', pHost = 'HOST', pPath = 'FTPc', pUserName = 'RAun', pUserPassword = 'RApw', pDNSForm = 'pDNS', pURL = 'pURL', pTextEncoding = 'ptxe', pFTPKind = 'kind'}",,,,
assignment_as_value,AERegistry.h,875,+,-,-,"{eScheme = 'esch', eurlHTTP = 'http', eurlHTTPS = 'htps', eurlFTP = 'ftp ', eurlMail = 'mail', eurlFile = 'file', eurlGopher = 'gphr', eurlTelnet = 'tlnt', eurlNews = 'news', eurlSNews = 'snws', eurlNNTP = 'nntp', eurlMessage = 'mess', eurlMailbox = 'mbox', eurlMulti = 'mult', eurlLaunch = 'laun', eurlAFP = 'afp ', eurlAT = 'at  ', eurlEPPC = 'eppc', eurlRTSP = 'rtsp', eurlIMAP = 'imap', eurlNFS = 'unfs', eurlPOP = 'upop', eurlLDAP = 'uldp', eurlUnknown = 'url?'}",,,,
assignment_as_value,AERegistry.h,903,+,-,-,"{kConnSuite = 'macc', cDevSpec = 'cdev', cAddressSpec = 'cadr', cADBAddress = 'cadb', cAppleTalkAddress = 'cat ', cBusAddress = 'cbus', cEthernetAddress = 'cen ', cFireWireAddress = 'cfw ', cIPAddress = 'cip ', cLocalTalkAddress = 'clt ', cSCSIAddress = 'cscs', cTokenRingAddress = 'ctok', cUSBAddress = 'cusb', pDeviceType = 'pdvt', pDeviceAddress = 'pdva', pConduit = 'pcon', pProtocol = 'pprt', pATMachine = 'patm', pATZone = 'patz', pATType = 'patt', pDottedDecimal = 'pipd', pDNS = 'pdns', pPort = 'ppor', pNetwork = 'pnet', pNode = 'pnod', pSocket = 'psoc', pSCSIBus = 'pscb', pSCSILUN = 'pslu', eDeviceType = 'edvt', eAddressSpec = 'eads', eConduit = 'econ', eProtocol = 'epro', eADB = 'eadb', eAnalogAudio = 'epau', eAppleTalk = 'epat', eAudioLineIn = 'ecai', eAudioLineOut = 'ecal', eAudioOut = 'ecao', eBus = 'ebus', eCDROM = 'ecd ', eCommSlot = 'eccm', eDigitalAudio = 'epda', eDisplay = 'edds', eDVD = 'edvd', eEthernet = 'ecen', eFireWire = 'ecfw', eFloppy = 'efd ', eHD = 'ehd ', eInfrared = 'ecir', eIP = 'epip', eIrDA = 'epir', eIRTalk = 'epit', eKeyboard = 'ekbd', eLCD = 'edlc', eLocalTalk = 'eclt', eMacIP = 'epmi', eMacVideo = 'epmv', eMicrophone = 'ecmi', eModemPort = 'ecmp', eModemPrinterPort = 'empp', eModem = 'edmm', eMonitorOut = 'ecmn', eMouse = 'emou', eNuBusCard = 'ednb', eNuBus = 'enub', ePCcard = 'ecpc', ePCIbus = 'ecpi', ePCIcard = 'edpi', ePDSslot = 'ecpd', ePDScard = 'epds', ePointingDevice = 'edpd', ePostScript = 'epps', ePPP = 'eppp', ePrinterPort = 'ecpp', ePrinter = 'edpr', eSvideo = 'epsv', eSCSI = 'ecsc', eSerial = 'epsr', eSpeakers = 'edsp', eStorageDevice = 'edst', eSVGA = 'epsg', eTokenRing = 'etok', eTrackball = 'etrk', eTrackpad = 'edtp', eUSB = 'ecus', eVideoIn = 'ecvi', eVideoMonitor = 'edvm', eVideoOut = 'ecvo'}",,,,
