Type,File,Line,CLJ,CQL,CLJ_Code,CQL_Column,CQL_Code
type_conversion,add-interactive.c,351,-,+,,12,				from = 0;
type_conversion,add-interactive.c,352,-,+,,10,				to = items->items.nr;
type_conversion,add-interactive.c,364,-,+,,36,"				from = strtoul(p, &endp, 10) - 1;"
type_conversion,add-interactive.c,366,-,+,,18,					to = from + 1;
type_conversion,add-interactive.c,367,-,+,,14,				else if (*endp == '-') {
type_conversion,add-interactive.c,369,-,+,,12,"						to = strtoul(endp, &endp, 10);"
type_conversion,add-interactive.c,371,-,+,,12,						to = items->items.nr;
type_conversion,add-interactive.c,374,-,+,,14,						from = -1;
type_conversion,add-interactive.c,379,-,+,,16,				p[sep++] = '\0';
type_conversion,add-interactive.c,380,-,+,,15,			if (from < 0) {
type_conversion,add-interactive.c,382,-,+,,17,				if (from >= 0)
type_conversion,add-interactive.c,383,-,+,,18,					to = from + 1;
type_conversion,add-interactive.c,386,-,+,,15,			if (from < 0 || from >= items->items.nr ||
type_conversion,add-interactive.c,387,-,+,,29,			    (singleton && from + 1 != to)) {
type_conversion,add-interactive.c,396,-,+,,8,			if (to > items->items.nr)
type_conversion,add-interactive.c,397,-,+,,10,				to = items->items.nr;
type_conversion,add-interactive.c,402,-,+,,13,					res += choose ? +1 : -1;
type_conversion,add-interactive.c,429,-,+,,35,"	struct file_item *item = xcalloc(1, sizeof(*item));"
type_conversion,add-interactive.c,479,-,+,,14,		int hash = strhash(name);
type_conversion,add-interactive.c,493,-,+,,36,"			hashmap_entry_init(&entry->ent, hash);"
type_conversion,add-interactive.c,494,-,+,,49,			entry->name = s->files->items[s->files->nr - 1].string;
type_conversion,add-interactive.c,495,-,+,,49,			entry->item = s->files->items[s->files->nr - 1].util;
type_conversion,add-interactive.c,500,-,+,,12,		adddel = s->mode == FROM_INDEX ?
type_conversion,add-interactive.c,502,-,+,,18,		other_adddel = s->mode == FROM_INDEX ?
type_conversion,add-interactive.c,504,-,+,,18,		adddel->seen = 1;
type_conversion,add-interactive.c,510,-,+,,21,			adddel->binary = 1;
type_conversion,add-interactive.c,515,-,+,,23,			adddel->unmerged = 1;
type_conversion,add-interactive.c,542,-,+,,37,"	if (repo_read_index_preload(r, ps, 0) < 0)"
type_conversion,add-interactive.c,547,-,+,,54,"	hashmap_init(&s.file_map, pathname_entry_cmp, NULL, 0);"
type_conversion,add-interactive.c,553,-,+,,7,		if (filter == INDEX_ONLY)
type_conversion,add-interactive.c,557,-,+,,19,		s.skip_unseen = filter && i;
type_conversion,add-interactive.c,572,-,+,,7,		if (s.mode == FROM_INDEX)
type_conversion,add-interactive.c,575,-,+,,48,			rev.diffopt.flags.ignore_dirty_submodules = 1;
type_conversion,add-interactive.c,576,-,+,,25,"			run_diff_files(&rev, 0);"
type_conversion,add-interactive.c,615,-,+,,3,		*prefix != '-' &&				/* deselection */
type_conversion,add-interactive.c,617,-,+,,18,		(prefix_len != 1 ||
type_conversion,add-interactive.c,618,-,+,,5,"		 (*prefix != '*' &&				/* ""all"" wildcard */"
type_conversion,add-interactive.c,619,-,+,,5,		  *prefix != '?'));				/* prompt help */
type_conversion,add-interactive.c,640,-,+,,25,	if (c->prefix_length > 0 &&
type_conversion,add-interactive.c,694,-,+,,10,"	count = list_and_choose(s, files, opts);"
type_conversion,add-interactive.c,695,-,+,,15,	if (count <= 0) {
type_conversion,add-interactive.c,706,-,+,,11,	for (i = 0; i < files->items.nr; i++) {
type_conversion,add-interactive.c,747,-,+,,44,"			ce = make_cache_entry(opt->repo->index, one->mode,"
type_conversion,add-interactive.c,748,-,+,,37,"					      &one->oid, one->path, 0, 0);"
type_conversion,add-interactive.c,783,-,+,,10,"	count = list_and_choose(s, files, opts);"
type_conversion,add-interactive.c,784,-,+,,15,	if (count <= 0)
type_conversion,add-interactive.c,805,-,+,,15,	for (i = j = 0; i < files->items.nr; i++)
type_conversion,add-interactive.c,810,-,+,,36,"	parse_pathspec(&diffopt.pathspec, 0,"
type_conversion,add-interactive.c,816,-,+,,44,	diffopt.flags.override_submodule_config = 1;
type_conversion,add-interactive.c,832,-,+,,59,"		res = repo_refresh_and_write_index(s->r, REFRESH_QUIET, 0, 1,"
type_conversion,add-interactive.c,860,-,+,,18,	for (i = 0; i < dir.nr; i++) {
type_conversion,add-interactive.c,863,-,+,,48,"		if (index_name_is_other(r->index, ent->name, ent->len)) {"
type_conversion,add-interactive.c,865,-,+,,32,"			strbuf_add(&buf, ent->name, ent->len);"
type_conversion,add-interactive.c,893,-,+,,18,	d->only_names = 1;
type_conversion,add-interactive.c,894,-,+,,10,"	count = list_and_choose(s, files, opts);"
type_conversion,add-interactive.c,895,-,+,,18,	d->only_names = 0;
type_conversion,add-interactive.c,896,-,+,,15,	if (count <= 0)
type_conversion,add-interactive.c,905,-,+,,11,	for (i = 0; i < files->items.nr; i++) {
type_conversion,add-interactive.c,933,-,+,,26,"	size_t unmerged_count = 0, binary_count = 0;"
type_conversion,add-interactive.c,940,-,+,,19,		for (i = j = 0; i < files->items.nr; i++) {
type_conversion,add-interactive.c,956,-,+,,21,		files->items.nr = j;
type_conversion,add-interactive.c,969,-,+,,14,	if (count > 0) {
type_conversion,add-interactive.c,973,-,+,,15,		for (i = 0; i < files->items.nr; i++)
type_conversion,add-interactive.c,1012,-,+,,14,	if (count > 0) {
type_conversion,add-interactive.c,1019,-,+,,15,		for (i = 0; i < files->items.nr; i++)
type_conversion,add-interactive.c,1117,-,+,,19,"		N_(""What now""), SINGLETON | IMMEDIATE, command_prompt_help"
type_conversion,add-interactive.c,1147,-,+,,14,	for (i = 0; i < ARRAY_SIZE(command_list); i++) {
type_conversion,add-interactive.c,1148,-,+,,39,"		struct command_item *util = xcalloc(1, sizeof(*util));"
type_conversion,add-interactive.c,1174,-,+,,53,"	    repo_refresh_and_write_index(r, REFRESH_QUIET, 0, 1,"
type_conversion,add-interactive.c,1184,-,+,,11,		if (i < 0 || i >= commands.items.nr)
type_conversion,add-patch.c,83,-,+,,16,"	.is_reverse = 1,"
type_conversion,add-patch.c,84,-,+,,16,"	.index_only = 1,"
type_conversion,add-patch.c,107,-,+,,16,"	.index_only = 1,"
type_conversion,add-patch.c,130,-,+,,16,"	.is_reverse = 1,"
type_conversion,add-patch.c,151,-,+,,24,"	.apply_for_checkout = 1,"
type_conversion,add-patch.c,153,-,+,,16,"	.is_reverse = 1,"
type_conversion,add-patch.c,174,-,+,,24,"	.apply_for_checkout = 1,"
type_conversion,add-patch.c,198,-,+,,16,"	.is_reverse = 1,"
type_conversion,add-patch.c,284,-,+,,11,	for (i = 0; i < s->file_diff_nr; i++)
type_conversion,add-patch.c,313,-,+,,16,	cp->git_cmd = 1;
type_conversion,add-patch.c,326,-,+,,6,"	if (*pend != ',') {"
type_conversion,add-patch.c,327,-,+,,12,		*count = 1;
type_conversion,add-patch.c,352,-,+,,38,	hunk->start = eol - s->plain.buf + (*eol == '\n');
type_conversion,add-patch.c,353,-,+,,24,	header->extra_start = p - s->plain.buf;
type_conversion,add-patch.c,357,-,+,,61,		header->colored_extra_start = header->colored_extra_end = 0;
type_conversion,add-patch.c,366,-,+,,19,"	p = memmem(line, eol - line, ""@@ -"", 4);"
type_conversion,add-patch.c,367,-,+,,40,"	if (p && (p = memmem(p + 4, eol - p - 4, "" @@"", 3))) {"
type_conversion,add-patch.c,368,-,+,,33,		header->colored_extra_start = p + 3 - s->colored.buf;
type_conversion,add-patch.c,372,-,+,,41,		header->suppress_colored_line_range = 1;
type_conversion,add-patch.c,374,-,+,,48,	hunk->colored_start = eol - s->colored.buf + (*eol == '\n');
type_conversion,add-patch.c,386,-,+,,7,		if (*p < '0' || *(p++) > '7')
type_conversion,add-patch.c,393,-,+,,6,	if (marker == '-' || marker == '+')
type_conversion,add-patch.c,408,-,+,,68,"	char *p, *pend, *colored_p = NULL, *colored_pend = NULL, marker = '\0';"
type_conversion,add-patch.c,409,-,+,,27,"	size_t file_diff_alloc = 0, i, color_arg_index;"
type_conversion,add-patch.c,429,-,+,,18,	for (i = 0; i < ps->nr; i++)
type_conversion,add-patch.c,434,-,+,,36,"	res = capture_command(&cp, plain, 0);"
type_conversion,add-patch.c,450,-,+,,46,"		xsnprintf((char *)args.v[color_arg_index], 8, ""--color"");"
type_conversion,add-patch.c,453,-,+,,47,"		res = capture_command(&colored_cp, colored, 0);"
type_conversion,add-patch.c,463,-,+,,24,			filter_cp.git_cmd = 0;
type_conversion,add-patch.c,464,-,+,,26,			filter_cp.use_shell = 1;
type_conversion,add-patch.c,469,-,+,,13,"					 NULL, 0) < 0)"
type_conversion,add-patch.c,485,-,+,,31,"		char *eol = memchr(p, '\n', pend - p);"
type_conversion,add-patch.c,498,-,+,,18,			hunk->start = p - plain->buf;
type_conversion,add-patch.c,500,-,+,,27,				hunk->colored_start = colored_p - colored->buf;
type_conversion,add-patch.c,501,-,+,,13,			marker = '\0';
type_conversion,add-patch.c,510,-,+,,8,			if (marker == '-' || marker == '+')
type_conversion,add-patch.c,521,-,+,,18,			hunk->start = p - plain->buf;
type_conversion,add-patch.c,523,-,+,,27,				hunk->colored_start = colored_p - colored->buf;
type_conversion,add-patch.c,526,-,+,,26,				file_diff->deleted = 1;
type_conversion,add-patch.c,537,-,+,,23,			file_diff->added = 1;
type_conversion,add-patch.c,540,-,+,,29,"			   is_octal(mode_change, eol - mode_change)) {"
type_conversion,add-patch.c,552,-,+,,29,			file_diff->mode_change = 1;
type_conversion,add-patch.c,555,-,+,,29,			file_diff->hunk->start = p - plain->buf;
type_conversion,add-patch.c,558,-,+,,6,					colored_p - colored->buf;
type_conversion,add-patch.c,561,-,+,,29,"			   is_octal(mode_change, eol - mode_change)) {"
type_conversion,add-patch.c,570,-,+,,30,			if (file_diff->hunk_nr != 1)
type_conversion,add-patch.c,573,-,+,,8,			if (p - plain->buf != file_diff->hunk->end)
type_conversion,add-patch.c,579,-,+,,24,			file_diff->binary = 1;
type_conversion,add-patch.c,588,-,+,,8,		if ((marker == '-' || marker == '+') && *p == ' ')
type_conversion,add-patch.c,590,-,+,,17,		if (marker && *p != '\\')
type_conversion,add-patch.c,594,-,+,,15,		hunk->end = p - plain->buf;
type_conversion,add-patch.c,598,-,+,,10,						   colored_pend - colored_p);
type_conversion,add-patch.c,610,-,+,,24,			hunk->colored_end = colored_p - colored->buf;
type_conversion,add-patch.c,614,-,+,,30,			if (file_diff->hunk_nr != 1)
type_conversion,add-patch.c,648,-,+,,25,	return eol - sb->buf + 1;
type_conversion,add-patch.c,656,-,+,,33,	if (hunk->header.old_offset != 0 || hunk->header.new_offset != 0) {
type_conversion,add-patch.c,686,-,+,,18,			old_offset -= delta;
type_conversion,add-patch.c,688,-,+,,18,			new_offset += delta;
type_conversion,add-patch.c,691,-,+,,28,		if (header->old_count != 1)
type_conversion,add-patch.c,694,-,+,,28,		if (header->new_count != 1)
type_conversion,add-patch.c,724,-,+,,29,		file_diff->mode_change && file_diff->hunk->use != USE_HUNK;
type_conversion,add-patch.c,728,-,+,,24,"		render_hunk(s, head, 0, colored, out);"
type_conversion,add-patch.c,756,-,+,,18,	if (!use_all && hunk->use != USE_HUNK)
type_conversion,add-patch.c,761,-,+,,48,	merged->colored_start = merged->colored_end = 0;
type_conversion,add-patch.c,763,-,+,,13,	for (; i + 1 < file_diff->hunk_nr; i++) {
type_conversion,add-patch.c,773,-,+,,20,		if ((!use_all && hunk->use != USE_HUNK) ||
type_conversion,add-patch.c,774,-,+,,48,		    header->new_offset >= next->new_offset + merged->delta ||
type_conversion,add-patch.c,776,-,+,,28,		    < next->new_offset + merged->delta)
type_conversion,add-patch.c,786,-,+,,12,			delta = 0;
type_conversion,add-patch.c,790,-,+,,27,				+ header->new_count - merged->delta
type_conversion,add-patch.c,804,-,+,,13,			for (j = 0; j < overlapping_line_count; j++) {
type_conversion,add-patch.c,815,-,+,,9,				if (plain[overlap_end] != ' ')
type_conversion,add-patch.c,858,-,+,,12,			delta = merged->delta;
type_conversion,add-patch.c,881,-,+,,18,	ssize_t delta = 0;
type_conversion,add-patch.c,885,-,+,,11,	for (i = file_diff->mode_change; i < file_diff->hunk_nr; i++) {
type_conversion,add-patch.c,886,-,+,,26,		struct hunk merged = { 0 };
type_conversion,add-patch.c,889,-,+,,19,		if (!use_all && hunk->use != USE_HUNK)
type_conversion,add-patch.c,917,-,+,,54,"	size_t end, colored_end, current, colored_current = 0, context_line_count;"
type_conversion,add-patch.c,925,-,+,,30,	if (hunk->splittable_into < 2)
type_conversion,add-patch.c,934,-,+,,42,	file_diff->hunk_nr += splittable_into - 1;
type_conversion,add-patch.c,942,-,+,,26,	hunk->splittable_into = 1;
type_conversion,add-patch.c,943,-,+,,41,"	memset(hunk + 1, 0, (splittable_into - 1) * sizeof(*hunk));"
type_conversion,add-patch.c,946,-,+,,42,	header->old_count = header->new_count = 0;
type_conversion,add-patch.c,951,-,+,,11,	marker = '\0';
type_conversion,add-patch.c,952,-,+,,23,	context_line_count = 0;
type_conversion,add-patch.c,954,-,+,,27,	while (splittable_into > 1) {
type_conversion,add-patch.c,964,-,+,,8,		if ((marker == '-' || marker == '+') && ch == ' ') {
type_conversion,add-patch.c,969,-,+,,25,			context_line_count = 0;
type_conversion,add-patch.c,979,-,+,,7,		if (marker != ' ' || (ch != '-' && ch != '+')) {
type_conversion,add-patch.c,982,-,+,,8,			if (ch == '\\')
type_conversion,add-patch.c,983,-,+,,19,				ch = marker ? marker : ' ';
type_conversion,add-patch.c,986,-,+,,8,			if (ch == ' ')
type_conversion,add-patch.c,988,-,+,,13,			else if (ch == '-')
type_conversion,add-patch.c,990,-,+,,13,			else if (ch == '+')
type_conversion,add-patch.c,1018,-,+,,25,			context_line_count = 0;
type_conversion,add-patch.c,1043,-,+,,27,		hunk->splittable_into = 1;
type_conversion,add-patch.c,1048,-,+,,24,		context_line_count = 0;
type_conversion,add-patch.c,1081,-,+,,8,			if (plain[eol] == '\n')
type_conversion,add-patch.c,1083,-,+,,16,		next = eol + (eol < hunk->end);
type_conversion,add-patch.c,1084,-,+,,36,		if (eol > current && plain[eol - 1] == '\r')
type_conversion,add-patch.c,1088,-,+,,10,			      plain[current] == '-' ?
type_conversion,add-patch.c,1090,-,+,,10,			      plain[current] == '+' ?
type_conversion,add-patch.c,1110,-,+,,23,"	render_hunk(s, hunk, 0, 0, &s->buf);"
type_conversion,add-patch.c,1138,-,+,,11,	for (i = 0; i < s->buf.len; ) {
type_conversion,add-patch.c,1158,-,+,,6,	if (s->plain.buf[hunk->start] == '@' &&
type_conversion,add-patch.c,1171,-,+,,42,	header->old_count = header->new_count = 0;
type_conversion,add-patch.c,1173,-,+,,11,		switch (s->plain.buf[i]) {
type_conversion,add-patch.c,1189,-,+,,9,"	return orig_old_count - orig_new_count
		- header->old_count + header->new_count;"
type_conversion,add-patch.c,1204,-,+,,54,"	if (pipe_command(&cp, s->buf.buf, s->buf.len, NULL, 0, NULL, 0))"
type_conversion,add-patch.c,1295,-,+,,17,"				      NULL, 0, NULL, 0);"
type_conversion,add-patch.c,1300,-,+,,13,"					 NULL, 0, NULL, 0);"
type_conversion,add-patch.c,1306,-,+,,15,"			     NULL, 0, NULL, 0);"
type_conversion,add-patch.c,1311,-,+,,15,"			     NULL, 0, NULL, 0);"
type_conversion,add-patch.c,1323,-,+,,27,"					    diff->len, NULL, 0, NULL, 0);"
type_conversion,add-patch.c,1328,-,+,,32,"		fwrite(diff->buf, diff->len, 1, stdout);"
type_conversion,add-patch.c,1349,-,+,,7,		if (plain->buf[i] != ' ')
type_conversion,add-patch.c,1371,-,+,,35,"		strbuf_addf(&s->buf, ""%c%2d: "", hunk->use == USE_HUNK ? '+'"
type_conversion,add-patch.c,1372,-,+,,10,"			    : hunk->use == SKIP_HUNK ? '-' : ' ',"
type_conversion,add-patch.c,1396,-,+,,22,	size_t hunk_index = 0;
type_conversion,add-patch.c,1397,-,+,,71,"	ssize_t i, undecided_previous, undecided_next, rendered_hunk_index = -1;"
type_conversion,add-patch.c,1422,-,+,,17,			hunk_index = 0;
type_conversion,add-patch.c,1426,-,+,,24,		undecided_previous = -1;
type_conversion,add-patch.c,1427,-,+,,20,		undecided_next = -1;
type_conversion,add-patch.c,1430,-,+,,34,			for (i = hunk_index - 1; i >= 0; i--)
type_conversion,add-patch.c,1431,-,+,,9,				if (file_diff->hunk[i].use == UNDECIDED_HUNK) {
type_conversion,add-patch.c,1436,-,+,,29,			for (i = hunk_index + 1; i < file_diff->hunk_nr; i++)
type_conversion,add-patch.c,1437,-,+,,9,				if (file_diff->hunk[i].use == UNDECIDED_HUNK) {
type_conversion,add-patch.c,1444,-,+,,28,		if (undecided_previous < 0 && undecided_next < 0 &&
type_conversion,add-patch.c,1445,-,+,,7,		    hunk->use != UNDECIDED_HUNK)
type_conversion,add-patch.c,1450,-,+,,8,			if (rendered_hunk_index != hunk_index) {
type_conversion,add-patch.c,1451,-,+,,26,"				render_hunk(s, hunk, 0, colored, &s->buf);"
type_conversion,add-patch.c,1453,-,+,,27,				rendered_hunk_index = hunk_index;
type_conversion,add-patch.c,1457,-,+,,30,			if (undecided_previous >= 0) {
type_conversion,add-patch.c,1458,-,+,,18,				permitted |= ALLOW_GOTO_PREVIOUS_UNDECIDED_HUNK;
type_conversion,add-patch.c,1462,-,+,,18,				permitted |= ALLOW_GOTO_PREVIOUS_HUNK;
type_conversion,add-patch.c,1465,-,+,,26,			if (undecided_next >= 0) {
type_conversion,add-patch.c,1466,-,+,,18,				permitted |= ALLOW_GOTO_NEXT_UNDECIDED_HUNK;
type_conversion,add-patch.c,1469,-,+,,21,			if (hunk_index + 1 < file_diff->hunk_nr) {
type_conversion,add-patch.c,1470,-,+,,18,				permitted |= ALLOW_GOTO_NEXT_HUNK;
type_conversion,add-patch.c,1473,-,+,,29,			if (file_diff->hunk_nr > 1) {
type_conversion,add-patch.c,1474,-,+,,18,				permitted |= ALLOW_SEARCH_AND_GOTO;
type_conversion,add-patch.c,1477,-,+,,32,			if (hunk->splittable_into > 1) {
type_conversion,add-patch.c,1478,-,+,,18,				permitted |= ALLOW_SPLIT;
type_conversion,add-patch.c,1481,-,+,,21,			if (hunk_index + 1 > file_diff->mode_change &&
type_conversion,add-patch.c,1483,-,+,,18,				permitted |= ALLOW_EDIT;
type_conversion,add-patch.c,1498,-,+,,34,"			      (uintmax_t)hunk_index + 1,"
type_conversion,add-patch.c,1501,-,+,,9,						: 1));
type_conversion,add-patch.c,1513,-,+,,7,		if (ch == 'y') {
type_conversion,add-patch.c,1516,-,+,,34,			hunk_index = undecided_next < 0 ?
type_conversion,add-patch.c,1517,-,+,,26,				file_diff->hunk_nr : undecided_next;
type_conversion,add-patch.c,1518,-,+,,14,		} else if (ch == 'n') {
type_conversion,add-patch.c,1521,-,+,,14,		} else if (ch == 'a') {
type_conversion,add-patch.c,1525,-,+,,10,					if (hunk->use == UNDECIDED_HUNK)
type_conversion,add-patch.c,1528,-,+,,15,			} else if (hunk->use == UNDECIDED_HUNK) {
type_conversion,add-patch.c,1531,-,+,,14,		} else if (ch == 'd' || ch == 'q') {
type_conversion,add-patch.c,1535,-,+,,10,					if (hunk->use == UNDECIDED_HUNK)
type_conversion,add-patch.c,1538,-,+,,15,			} else if (hunk->use == UNDECIDED_HUNK) {
type_conversion,add-patch.c,1541,-,+,,8,			if (ch == 'q') {
type_conversion,add-patch.c,1545,-,+,,14,		} else if (s->answer.buf[0] == 'K') {
type_conversion,add-patch.c,1546,-,+,,8,			if (permitted & ALLOW_GOTO_PREVIOUS_HUNK)
type_conversion,add-patch.c,1550,-,+,,14,		} else if (s->answer.buf[0] == 'J') {
type_conversion,add-patch.c,1551,-,+,,8,			if (permitted & ALLOW_GOTO_NEXT_HUNK)
type_conversion,add-patch.c,1555,-,+,,14,		} else if (s->answer.buf[0] == 'k') {
type_conversion,add-patch.c,1556,-,+,,8,			if (permitted & ALLOW_GOTO_PREVIOUS_UNDECIDED_HUNK)
type_conversion,add-patch.c,1557,-,+,,18,				hunk_index = undecided_previous;
type_conversion,add-patch.c,1560,-,+,,14,		} else if (s->answer.buf[0] == 'j') {
type_conversion,add-patch.c,1561,-,+,,8,			if (permitted & ALLOW_GOTO_NEXT_UNDECIDED_HUNK)
type_conversion,add-patch.c,1562,-,+,,18,				hunk_index = undecided_next;
type_conversion,add-patch.c,1565,-,+,,14,		} else if (s->answer.buf[0] == 'g') {
type_conversion,add-patch.c,1569,-,+,,10,			if (!(permitted & ALLOW_SEARCH_AND_GOTO)) {
type_conversion,add-patch.c,1573,-,+,,30,"			strbuf_remove(&s->answer, 0, 1);"
type_conversion,add-patch.c,1576,-,+,,12,			if (i < (int)file_diff->mode_change)
type_conversion,add-patch.c,1577,-,+,,9,				i = file_diff->mode_change;
type_conversion,add-patch.c,1578,-,+,,28,			while (s->answer.len == 0) {
type_conversion,add-patch.c,1579,-,+,,37,"				i = display_hunks(s, file_diff, i);"
type_conversion,add-patch.c,1580,-,+,,18,"				printf(""%s"", i < file_diff->hunk_nr ?"
type_conversion,add-patch.c,1595,-,+,,13,			else if (0 < response && response <= file_diff->hunk_nr)
type_conversion,add-patch.c,1596,-,+,,29,				hunk_index = response - 1;
type_conversion,add-patch.c,1602,-,+,,14,		} else if (s->answer.buf[0] == '/') {
type_conversion,add-patch.c,1606,-,+,,10,			if (!(permitted & ALLOW_SEARCH_AND_GOTO)) {
type_conversion,add-patch.c,1610,-,+,,30,"			strbuf_remove(&s->answer, 0, 1);"
type_conversion,add-patch.c,1612,-,+,,25,			if (s->answer.len == 0) {
type_conversion,add-patch.c,1619,-,+,,26,				if (s->answer.len == 0)
type_conversion,add-patch.c,1632,-,+,,8,			i = hunk_index;
type_conversion,add-patch.c,1635,-,+,,41,"				render_hunk(s, file_diff->hunk + i, 0, 0,"
type_conversion,add-patch.c,1637,-,+,,37,"				if (regexec(&regex, s->buf.buf, 0, NULL, 0)"
type_conversion,add-patch.c,1641,-,+,,9,				if (i == file_diff->hunk_nr)
type_conversion,add-patch.c,1642,-,+,,10,					i = 0;
type_conversion,add-patch.c,1643,-,+,,9,				if (i != hunk_index)
type_conversion,add-patch.c,1649,-,+,,17,			hunk_index = i;
type_conversion,add-patch.c,1650,-,+,,14,		} else if (s->answer.buf[0] == 's') {
type_conversion,add-patch.c,1652,-,+,,10,			if (!(permitted & ALLOW_SPLIT)) {
type_conversion,add-patch.c,1655,-,+,,11,					     hunk - file_diff->hunk)) {
type_conversion,add-patch.c,1659,-,+,,27,				rendered_hunk_index = -1;
type_conversion,add-patch.c,1661,-,+,,14,		} else if (s->answer.buf[0] == 'e') {
type_conversion,add-patch.c,1662,-,+,,10,			if (!(permitted & ALLOW_EDIT))
type_conversion,add-patch.c,1668,-,+,,14,		} else if (s->answer.buf[0] == 'p') {
type_conversion,add-patch.c,1669,-,+,,26,			rendered_hunk_index = -1;
