Type,File,Line,CLJ,CQL,CNL,CLJ_Code,CQL_Column,CQL_Code,CNL_Column,CNL_Code
comma_atoms,SecTrust.h,92,+,-,-,"CF_ENUM_DEPRECATED(10, 10, 2, 7) = 2, kSecTrustResultDeny",,,,
comma_atoms,SecTrust.h,93,+,-,-,"CF_ENUM_AVAILABLE(10, 2) = 3, kSecTrustResultUnspecified",,,,
comma_atoms,SecTrust.h,94,+,-,-,"CF_ENUM_AVAILABLE(10, 2) = 4, kSecTrustResultRecoverableTrustFailure",,,,
comma_atoms,SecTrust.h,95,+,-,-,"CF_ENUM_AVAILABLE(10, 2) = 5, kSecTrustResultFatalTrustFailure",,,,
comma_atoms,SecTrust.h,96,+,-,-,"CF_ENUM_AVAILABLE(10, 2) = 6, kSecTrustResultOtherError",,,,
comma_atoms,SecTrustSettings.h,193,+,-,-,"kSecTrustSettingsKeyUseSignature = 0x00000001, kSecTrustSettingsKeyUseEnDecryptData = 0x00000002, kSecTrustSettingsKeyUseEnDecryptKey = 0x00000004, kSecTrustSettingsKeyUseSignCert = 0x00000008, kSecTrustSettingsKeyUseSignRevocation = 0x00000010, kSecTrustSettingsKeyUseKeyExchange = 0x00000020, kSecTrustSettingsKeyUseAny = 0xffffffff",,,,
comma_atoms,add-interactive.c,543,-,+,-,,10.0,"		return error(_(""could not read index""));",,
comma_atoms,add-interactive.c,714,-,+,-,,11.0,"				res = error(_(""could not stage '%s'""), name);",,
comma_atoms,add-interactive.c,718,-,+,-,,10.0,"			res = error(_(""could not stage '%s'""), name);",,
comma_atoms,add-interactive.c,724,-,+,-,,9.0,"		res = error(_(""could not write index""));",,
comma_atoms,add-interactive.c,798,-,+,-,,10.0,"			res = error(_(""Could not parse HEAD^{tree}""));",,
comma_atoms,add-interactive.c,853,-,+,-,,10.0,"		return error(_(""could not read index""));",,
comma_atoms,add-interactive.c,909,-,+,-,,10.0,"			res = error(_(""could not stage '%s'""), name);",,
comma_atoms,add-interactive.c,916,-,+,-,,9.0,"		res = error(_(""could not write index""));",,
comma_atoms,add-patch.c,349,-,+,-,,10.0,"		return error(_(""could not parse hunk header '%.*s'""),
			     (int)(eol - line), line);",,
comma_atoms,add-patch.c,437,-,+,-,,10.0,"		return error(_(""could not parse diff""));",,
comma_atoms,add-patch.c,456,-,+,-,,11.0,"			return error(_(""could not parse colored diff""));",,
comma_atoms,add-patch.c,470,-,+,-,,12.0,"				return error(_(""failed to run '%s'""),
					     diff_filter);",,
comma_atoms,add-patch.c,628,-,+,-,,3.0,"		error(_(""mismatched output from interactive.diffFilter""));",,
comma_atoms,add-patch.c,816,-,+,-,,13.0,"					return error(_(""expected context line ""
						       ""#%d in\n%.*s""),
						     (int)(j + 1),
						     (int)(hunk->end
							   - hunk->start),
						     plain + hunk->start);",,
comma_atoms,add-patch.c,831,-,+,-,,12.0,"				return error(_(""hunks do not overlap:\n%.*s\n""
					       ""\tdoes not end with:\n%.*s""),
					     (int)(merged->end - merged->start),
					     plain + merged->start,
					     (int)len, plain + overlap_start);",,
comma_atoms,add-patch.c,1160,-,+,-,,10.0,"		return error(_(""could not parse hunk header""));",,
comma_atoms,add-patch.c,1205,-,+,-,,10.0,"		return error(_(""'git apply --cached' failed""));",,
comma_atoms,add-patch.c,1720,-,+,-,,5.0,"				error(_(""'git apply' failed""));",,
comma_atoms,add.c,61,-,+,-,,10.0,"			ret = error(_(""cannot chmod %cx '%s'""), flip, ce->name);",,
comma_atoms,advice.c,173,-,+,-,,11.0,			return config_error_nonbool(var);,,
comma_atoms,advice.c,203,-,+,-,,3.0,"		error(_(""Cherry-picking is not possible because you have unmerged files.""));",,
comma_atoms,advice.c,205,-,+,-,,3.0,"		error(_(""Committing is not possible because you have unmerged files.""));",,
comma_atoms,advice.c,207,-,+,-,,3.0,"		error(_(""Merging is not possible because you have unmerged files.""));",,
comma_atoms,advice.c,209,-,+,-,,3.0,"		error(_(""Pulling is not possible because you have unmerged files.""));",,
comma_atoms,advice.c,211,-,+,-,,3.0,"		error(_(""Reverting is not possible because you have unmerged files.""));",,
comma_atoms,advice.c,213,-,+,-,,3.0,"		error(_(""Rebasing is not possible because you have unmerged files.""));",,
comma_atoms,advice.c,235,-,+,-,,2.0,"	error(_(""You have not concluded your merge (MERGE_HEAD exists).""));",,
comma_atoms,am.c,198,-,+,-,,10.0,"		return error(_(""bad action '%s' for '%s'""), arg, ""--quoted-cr"");",,
comma_atoms,am.c,216,-,+,-,,10.0,"		return error(_(""invalid value for '%s': '%s'""), ""--empty"", arg);",,
comma_atoms,am.c,326,-,+,-,,2.0,	assert(!state->author_name);,,
comma_atoms,am.c,327,-,+,-,,2.0,	assert(!state->author_email);,,
comma_atoms,am.c,328,-,+,-,,2.0,	assert(!state->author_date);,,
comma_atoms,am.c,370,-,+,-,,2.0,	assert(!state->msg);,,
comma_atoms,am.c,490,-,+,-,,2.0,	assert(state->msg);,,
comma_atoms,am.c,533,-,+,-,,2.0,	assert(state->rebasing);,,
comma_atoms,am.c,546,-,+,-,,10.0,"			ret = error(invalid_line, sb.buf);",,
comma_atoms,am.c,551,-,+,-,,10.0,"			ret = error(invalid_line, sb.buf);",,
comma_atoms,am.c,556,-,+,-,,10.0,"			ret = error(invalid_line, sb.buf);",,
comma_atoms,am.c,561,-,+,-,,10.0,"			ret = error(invalid_line, sb.buf);",,
comma_atoms,am.c,566,-,+,-,,10.0,"			ret = error(_(""Failed to copy notes from '%s' to '%s'""),
					oid_to_hex(&from_obj), oid_to_hex(&to_obj));",,
comma_atoms,am.c,749,+,+,+,"paths++, i++",22.0,"	for (i = 0; *paths; paths++, i++) {",21.0,"paths ++ , i ++"
comma_atoms,am.c,760,-,+,-,,11.0,"			return error_errno(_(""could not open '%s' for reading""),
					   *paths);",,
comma_atoms,am.c,769,-,+,-,,11.0,"			return error_errno(_(""could not open '%s' for writing""),
					   mail);",,
comma_atoms,am.c,780,-,+,-,,11.0,"			return error(_(""could not parse patch '%s'""), *paths);",,
comma_atoms,am.c,845,-,+,-,,10.0,"		return error(_(""Only one StGIT patch series can be applied at once""));",,
comma_atoms,am.c,852,-,+,-,,10.0,"		return error_errno(_(""could not open '%s' for reading""), *paths);",,
comma_atoms,am.c,893,-,+,-,,10.0,"				rc = error(_(""invalid timestamp""));",,
comma_atoms,am.c,898,-,+,-,,10.0,"				rc = error(_(""invalid Date line""));",,
comma_atoms,am.c,905,-,+,-,,10.0,"				rc = error(_(""invalid timezone offset""));",,
comma_atoms,am.c,910,-,+,-,,10.0,"				rc = error(_(""invalid Date line""));",,
comma_atoms,am.c,1300,-,+,-,,2.0,	assert(!state->author_name);,,
comma_atoms,am.c,1303,-,+,-,,2.0,	assert(!state->author_email);,,
comma_atoms,am.c,1306,-,+,-,,2.0,	assert(!state->author_date);,,
comma_atoms,am.c,1309,-,+,-,,2.0,	assert(!state->msg);,,
comma_atoms,am.c,1363,-,+,-,,2.0,	assert(!state->author_name);,,
comma_atoms,am.c,1370,-,+,-,,2.0,	assert(!state->author_email);,,
comma_atoms,am.c,1377,-,+,-,,2.0,	assert(!state->author_date);,,
comma_atoms,am.c,1380,-,+,-,,2.0,	assert(!state->msg);,,
comma_atoms,am.c,1586,-,+,-,,10.0,"		return error(""could not build fake ancestor"");",,
comma_atoms,am.c,1592,-,+,-,,10.0,"		return error(_(""Repository lacks necessary blobs to fall back on 3-way merge.""));",,
comma_atoms,am.c,1614,-,+,-,,10.0,"		return error(_(""Did you hand edit your patch?\n""
				""It does not apply to blobs recorded in its index.""));",,
comma_atoms,am.c,1618,-,+,-,,10.0,"		return error(""could not write tree"");",,
comma_atoms,am.c,1646,-,+,-,,10.0,"		return error(_(""Failed to merge in the changes.""));",,
comma_atoms,am.c,1713,-,+,-,,3.0,		assert(!is_null_oid(&state->orig_commit));,,
comma_atoms,am.c,1748,-,+,-,,2.0,	assert(state->msg);,,
comma_atoms,am.c,1920,-,+,-,,3.0,		assert(state->rebasing);,,
comma_atoms,am.c,2067,-,+,-,,10.0,"		return error(_(""Could not parse object '%s'.""), oid_to_hex(head));",,
comma_atoms,am.c,2071,-,+,-,,10.0,"		return error(_(""Could not parse object '%s'.""), oid_to_hex(remote));",,
comma_atoms,am.c,2083,-,+,-,,10.0,"		return error(_(""Could not parse object '%s'.""), oid_to_hex(&index));",,
comma_atoms,am.c,2124,-,+,-,,3.0,		assert(!is_null_oid(&state->orig_commit));,,
comma_atoms,am.c,2272,-,+,-,,10.0,"		return error(_(""invalid value for '%s': '%s'""),
			     ""--patch-format"", arg);",,
comma_atoms,am.c,2294,-,+,-,,10.0,"		return error(_(""invalid value for '%s': '%s'""),
			     ""--show-current-patch"", arg);",,
comma_atoms,anonymously-parsed-code.c,37,+,-,-,"INTEL_SEC_FORMATS, 2, 1",,,,
comma_atoms,anonymously-parsed-code.c,39,+,-,-,"96, 134, 72, 1, 134, 248, 77",,,,
comma_atoms,anonymously-parsed-code.c,41,+,-,-,"INTEL_X509V3_CERT_R08, 50",,,,
comma_atoms,anonymously-parsed-code.c,42,+,-,-,"INTEL, 2",,,,
comma_atoms,anonymously-parsed-code.c,45,+,-,-,"INTEL_SEC_FORMATS, 3, 2",,,,
comma_atoms,anonymously-parsed-code.c,48,+,-,-,"INTEL_CDSASECURITY, 2, 5",,,,
comma_atoms,anonymously-parsed-code.c,49,+,-,-,"s, sizeof (s) - 1",,,,
comma_atoms,anonymously-parsed-code.c,51,+,-,-,"INTEL_SEC_FORMATS, 4",,,,
comma_atoms,anonymously-parsed-code.c,54,+,-,-,"INTEL_SEC_OBJECT_BUNDLE, 1",,,,
comma_atoms,anonymously-parsed-code.c,65,+,-,-,"OPT_GROUP(N_(""Config file location"")), OPT_BOOL(0, ""global"", &opts.use_global_config, N_(""use global config file"")), OPT_BOOL(0, ""system"", &opts.use_system_config, N_(""use system config file"")), OPT_BOOL(0, ""local"", &opts.use_local_config, N_(""use repository config file"")), OPT_BOOL(0, ""worktree"", &opts.use_worktree_config, N_(""use per-worktree config file"")), OPT_STRING('f', ""file"", &opts.source.file, N_(""file""), N_(""use given config file"")), OPT_STRING(0, ""blob"", &opts.source.blob, N_(""blob-id""), N_(""read config from given blob object""))",,,,
comma_atoms,anonymously-parsed-code.c,66,+,-,-,"OID_DS, 4",,,,
comma_atoms,anonymously-parsed-code.c,68,+,-,-,"OID_DS, 29",,,,
comma_atoms,anonymously-parsed-code.c,72,+,-,-,"OID_ISO_MEMBER, 134, 72",,,,
comma_atoms,anonymously-parsed-code.c,75,+,-,-,"OID_ISO_IDENTIFIED_ORG, 4",,,,
comma_atoms,anonymously-parsed-code.c,76,+,-,-,"OID_ISO_IDENTIFIED_ORG, 5",,,,
comma_atoms,anonymously-parsed-code.c,77,+,-,-,"OID_ISO_IDENTIFIED_ORG, 6",,,,
comma_atoms,anonymously-parsed-code.c,78,+,-,-,"OID_ISO_IDENTIFIED_ORG, 14",,,,
comma_atoms,anonymously-parsed-code.c,86,+,-,-,"OID_US, 134, 247, 13",,,,
comma_atoms,anonymously-parsed-code.c,88,+,-,-,"OID_RSA, 2",,,,
comma_atoms,anonymously-parsed-code.c,90,+,-,-,"OID_RSA, 3",,,,
comma_atoms,anonymously-parsed-code.c,92,+,-,-,"OID_RSA, 1",,,,
comma_atoms,anonymously-parsed-code.c,94,+,-,-,"OID_PKCS, 1",,,,
comma_atoms,anonymously-parsed-code.c,96,+,-,-,"OID_PKCS, 2",,,,
comma_atoms,anonymously-parsed-code.c,97,+,-,-,"OID_PKCS, 3",,,,
comma_atoms,anonymously-parsed-code.c,98,+,-,-,"OPT_GROUP(N_(""Display options"")), OPT_BOOL('z', ""null"", &opts.end_nul, N_(""terminate values with NUL byte"")), OPT_BOOL(0, ""name-only"", &opts.omit_values, N_(""show variable names only"")), OPT_BOOL(0, ""show-origin"", &opts.show_origin, N_(""show origin of config (file, standard input, blob, command line)"")), OPT_BOOL(0, ""show-scope"", &opts.show_scope, N_(""show scope of config (worktree, local, global, system, command)"")), OPT_BOOL(0, ""show-names"", &opts.show_keys, N_(""show config keys in addition to their values"")), CONFIG_TYPE_OPTIONS(opts.type)",,,,
comma_atoms,anonymously-parsed-code.c,99,+,-,-,"OID_PKCS, 4",,,,
comma_atoms,anonymously-parsed-code.c,100,+,-,-,"OID_PKCS, 5",,,,
comma_atoms,anonymously-parsed-code.c,102,+,-,-,"OID_PKCS, 6",,,,
comma_atoms,anonymously-parsed-code.c,103,+,-,-,"OID_PKCS, 7",,,,
comma_atoms,anonymously-parsed-code.c,105,+,-,-,"OID_PKCS, 8",,,,
comma_atoms,anonymously-parsed-code.c,106,+,-,-,"OID_PKCS, 9",,,,
comma_atoms,anonymously-parsed-code.c,108,+,-,-,"OID_PKCS, 10",,,,
comma_atoms,anonymously-parsed-code.c,109,+,-,-,"OID_PKCS, 11",,,,
comma_atoms,anonymously-parsed-code.c,111,+,-,-,"OID_PKCS, 12",,,,
comma_atoms,anonymously-parsed-code.c,115,+,-,-,"OID_US, 206, 62, 2",,,,
comma_atoms,anonymously-parsed-code.c,117,+,-,-,"OID_ANSI_X9_42, 3",,,,
comma_atoms,anonymously-parsed-code.c,119,+,-,-,"OID_ANSI_X9_42, 4",,,,
comma_atoms,anonymously-parsed-code.c,123,+,-,-,"0x2A, 0x86, 0x48, 0xCE, 0x3D",,,,
comma_atoms,anonymously-parsed-code.c,125,+,-,-,"OID_ANSI_X9_62, 1",,,,
comma_atoms,anonymously-parsed-code.c,126,+,-,-,"OID_ANSI_X9_62, 2",,,,
comma_atoms,anonymously-parsed-code.c,127,+,-,-,"OID_ANSI_X9_62, 3",,,,
comma_atoms,anonymously-parsed-code.c,129,+,-,-,"OID_ANSI_X9_62_ELL_CURVE, 0",,,,
comma_atoms,anonymously-parsed-code.c,130,+,-,-,"OID_ANSI_X9_62_ELL_CURVE, 1",,,,
comma_atoms,anonymously-parsed-code.c,131,+,-,-,"OID_ANSI_X9_62, 4",,,,
comma_atoms,anonymously-parsed-code.c,135,+,-,-,"OID_DOD, 1, 5, 5, 7",,,,
comma_atoms,anonymously-parsed-code.c,137,+,-,-,"OID_PKIX, 1",,,,
comma_atoms,anonymously-parsed-code.c,139,+,-,-,"OID_PKIX, 2",,,,
comma_atoms,anonymously-parsed-code.c,141,+,-,-,"OID_PKIX, 3",,,,
comma_atoms,anonymously-parsed-code.c,143,+,-,-,"OID_PKIX, 8",,,,
comma_atoms,anonymously-parsed-code.c,145,+,-,-,"OID_PKIX, 9",,,,
comma_atoms,anonymously-parsed-code.c,147,+,-,-,"OID_PKIX, 11",,,,
comma_atoms,anonymously-parsed-code.c,149,+,-,-,"OID_PKIX, 48",,,,
comma_atoms,anonymously-parsed-code.c,151,+,-,-,"OID_AD, 1",,,,
comma_atoms,anonymously-parsed-code.c,155,+,-,-,"0x04, 0x00",,,,
comma_atoms,anonymously-parsed-code.c,157,+,-,-,"0x04, 0x00, 0x8E, 0x46, 0x01",,,,
comma_atoms,anonymously-parsed-code.c,160,+,-,-,"OID_OIW, 3",,,,
comma_atoms,anonymously-parsed-code.c,164,+,-,-,"OID_OIW_SECSIG, 2",,,,
comma_atoms,anonymously-parsed-code.c,168,+,-,-,"0x60, 0x86, 0x48, 0x01, 0x65, 0x03, 0x04, 0x02",,,,
comma_atoms,anonymously-parsed-code.c,172,+,-,-,"0x2b, 6, 1, 5, 2",,,,
comma_atoms,anonymously-parsed-code.c,174,+,-,-,"OID_KERBv5, 3",,,,
comma_atoms,anonymously-parsed-code.c,178,+,-,-,"0x2B, 0x81, 0x04",,,,
comma_atoms,anonymously-parsed-code.c,180,+,-,-,"macos, introduced = x",,,,
comma_atoms,anonymously-parsed-code.c,181,+,-,-,"macos, introduced = x, deprecated = y",,,,
comma_atoms,anonymously-parsed-code.c,182,+,-,-,"macos, unavailable",,,,
comma_atoms,anonymously-parsed-code.c,183,+,-,-,"macos, introduced = x",,,,
comma_atoms,anonymously-parsed-code.c,184,+,-,-,"macos, introduced = x, deprecated = y",,,,
comma_atoms,anonymously-parsed-code.c,185,+,-,-,"macos, unavailable",,,,
comma_atoms,anonymously-parsed-code.c,186,+,-,-,"ios, introduced = x",,,,
comma_atoms,anonymously-parsed-code.c,187,+,-,-,"ios, introduced = x, deprecated = y",,,,
comma_atoms,anonymously-parsed-code.c,188,+,-,-,"ios, unavailable",,,,
comma_atoms,anonymously-parsed-code.c,189,+,-,-,"macCatalyst, introduced = x",,,,
comma_atoms,anonymously-parsed-code.c,190,+,-,-,"macCatalyst, introduced = x, deprecated = y",,,,
comma_atoms,anonymously-parsed-code.c,191,+,-,-,"macCatalyst, unavailable",,,,
comma_atoms,anonymously-parsed-code.c,192,+,-,-,"macCatalyst, introduced = x",,,,
comma_atoms,anonymously-parsed-code.c,193,+,-,-,"macCatalyst, introduced = x, deprecated = y",,,,
comma_atoms,anonymously-parsed-code.c,194,+,-,-,"macCatalyst, unavailable",,,,
comma_atoms,anonymously-parsed-code.c,195,+,-,-,"watchos, introduced = x",,,,
comma_atoms,anonymously-parsed-code.c,196,+,-,-,"watchos, introduced = x, deprecated = y",,,,
comma_atoms,anonymously-parsed-code.c,197,+,-,-,"watchos, unavailable",,,,
comma_atoms,anonymously-parsed-code.c,198,+,-,-,"tvos, introduced = x",,,,
comma_atoms,anonymously-parsed-code.c,199,+,-,-,"tvos, introduced = x, deprecated = y",,,,
comma_atoms,anonymously-parsed-code.c,200,+,-,-,"tvos, unavailable",,,,
comma_atoms,anonymously-parsed-code.c,202,+,-,-,"APPLE_OID, 0x64",,,,
comma_atoms,anonymously-parsed-code.c,204,+,-,-,"driverkit, introduced = x",,,,
comma_atoms,anonymously-parsed-code.c,205,+,-,-,"driverkit, introduced = x, deprecated = y",,,,
comma_atoms,anonymously-parsed-code.c,206,+,-,-,"driverkit, unavailable",,,,
comma_atoms,anonymously-parsed-code.c,207,+,-,-,"visionos, introduced = x",,,,
comma_atoms,anonymously-parsed-code.c,208,+,-,-,"visionos, introduced = x, deprecated = y",,,,
comma_atoms,anonymously-parsed-code.c,209,+,-,-,"visionos, unavailable",,,,
comma_atoms,anonymously-parsed-code.c,210,+,-,-,"visionos, introduced = x",,,,
comma_atoms,anonymously-parsed-code.c,211,+,-,-,"visionos, introduced = x, deprecated = y",,,,
comma_atoms,anonymously-parsed-code.c,212,+,-,-,"visionos, unavailable",,,,
comma_atoms,anonymously-parsed-code.c,218,+,-,-,"x, x, x, x, x, x, x, x",,,,
comma_atoms,anonymously-parsed-code.c,219,+,-,-,"X8(x), X8(x)",,,,
comma_atoms,anonymously-parsed-code.c,222,+,-,-,"APPLE_ADS_OID, 2",,,,
comma_atoms,anonymously-parsed-code.c,230,+,-,-,"APPLE_ADS_OID, 3",,,,
comma_atoms,anonymously-parsed-code.c,240,+,-,-,"APPLE_DOTMAC_CERT_OID, 1",,,,
comma_atoms,anonymously-parsed-code.c,250,+,-,-,"APPLE_DOTMAC_CERT_OID, 2",,,,
comma_atoms,anonymously-parsed-code.c,260,+,-,-,"APPLE_DOTMAC_CERT_OID, 3",,,,
comma_atoms,anonymously-parsed-code.c,270,+,-,-,"APPLE_ADS_OID, 4",,,,
comma_atoms,anonymously-parsed-code.c,279,+,-,-,"APPLE_EKU_OID, 1",,,,
comma_atoms,anonymously-parsed-code.c,290,+,-,-,"APPLE_ADS_OID, 5",,,,
comma_atoms,anonymously-parsed-code.c,299,+,-,-,"APPLE_CERT_POLICIES, 6",,,,
comma_atoms,anonymously-parsed-code.c,308,+,-,-,"APPLE_CERT_POLICIES_MACAPPSTORE, 1",,,,
comma_atoms,anonymously-parsed-code.c,317,+,-,-,"APPLE_CERT_POLICIES, 7",,,,
comma_atoms,anonymously-parsed-code.c,326,+,-,-,"APPLE_CERT_POLICIES_APPLEID, 1",,,,
comma_atoms,anonymously-parsed-code.c,335,+,-,-,"APPLE_CERT_POLICIES, 12",,,,
comma_atoms,anonymously-parsed-code.c,344,+,-,-,"APPLE_CERT_POLICIES, 12, 1",,,,
comma_atoms,anonymously-parsed-code.c,356,+,-,-,"APPLE_ADS_OID, 6",,,,
comma_atoms,anonymously-parsed-code.c,365,+,-,-,"APPLE_EXTENSION_OID, 1",,,,
comma_atoms,anonymously-parsed-code.c,374,+,-,-,"APPLE_EXTENSION_OID, 11, 1",,,,
